             ec_s1 |       fc | 232.626345*cm 0.000000*cm 723.866183*cm | ordered: zxy 90.0*deg 25.0*deg 0.0*deg |   G4Trap | 26.7767*cm 0.0*rad 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad 204.35336*cm 1.0E-6*cm 209.32463509128354*cm 0.0*rad  | 
V_strip_8_22_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 3.496314*cm -33.619111*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 130.20789461136334*cm 124.28935397521795*cm -0.103625284124869*rad 4.80273*cm 130.20789461136334*cm 124.28935397521795*cm -0.103625284124869*rad  | 
V_strip_8_23_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 4.495260*cm -43.224571*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 136.12643524750877*cm 130.20789461136334*cm -0.103625284124869*rad 4.80273*cm 136.12643524750877*cm 130.20789461136334*cm -0.103625284124869*rad  | 
V_strip_8_24_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 5.494207*cm -52.830031*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 142.0449758836542*cm 136.12643524750877*cm -0.103625284124869*rad 4.80273*cm 142.0449758836542*cm 136.12643524750877*cm -0.103625284124869*rad  | 
V_strip_8_25_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 6.493154*cm -62.435491*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 147.9635165197996*cm 142.0449758836542*cm -0.103625284124869*rad 4.80273*cm 147.9635165197996*cm 142.0449758836542*cm -0.103625284124869*rad  | 
V_strip_8_26_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 7.492100*cm -72.040951*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 153.882057155945*cm 147.9635165197996*cm -0.103625284124869*rad 4.80273*cm 153.882057155945*cm 147.9635165197996*cm -0.103625284124869*rad  | 
V_strip_8_27_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 8.491047*cm -81.646411*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 159.80059779209043*cm 153.882057155945*cm -0.103625284124869*rad 4.80273*cm 159.80059779209043*cm 153.882057155945*cm -0.103625284124869*rad  | 
V_strip_8_28_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 9.489994*cm -91.251871*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 165.71913842823585*cm 159.80059779209043*cm -0.103625284124869*rad 4.80273*cm 165.71913842823585*cm 159.80059779209043*cm -0.103625284124869*rad  | 
V_strip_8_29_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 10.488941*cm -100.857331*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 171.63767906438125*cm 165.71913842823585*cm -0.103625284124869*rad 4.80273*cm 171.63767906438125*cm 165.71913842823585*cm -0.103625284124869*rad  | 
V_strip_8_30_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 11.487887*cm -110.462791*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 177.55621970052667*cm 171.63767906438125*cm -0.103625284124869*rad 4.80273*cm 177.55621970052667*cm 171.63767906438125*cm -0.103625284124869*rad  | 
V_strip_8_31_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 12.486834*cm -120.068251*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 183.4747603366721*cm 177.55621970052667*cm -0.103625284124869*rad 4.80273*cm 183.4747603366721*cm 177.55621970052667*cm -0.103625284124869*rad  | 
V_strip_8_32_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 13.485781*cm -129.673711*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 189.3933009728175*cm 183.4747603366721*cm -0.103625284124869*rad 4.80273*cm 189.3933009728175*cm 183.4747603366721*cm -0.103625284124869*rad  | 
V_strip_8_33_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 14.484727*cm -139.279171*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 195.3118416089629*cm 189.3933009728175*cm -0.103625284124869*rad 4.80273*cm 195.3118416089629*cm 189.3933009728175*cm -0.103625284124869*rad  | 
V_strip_8_34_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 15.483674*cm -148.884631*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 201.23038224510833*cm 195.3118416089629*cm -0.103625284124869*rad 4.80273*cm 201.23038224510833*cm 195.3118416089629*cm -0.103625284124869*rad  | 
V_strip_8_35_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 16.482621*cm -158.490091*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 207.14892288125375*cm 201.23038224510833*cm -0.103625284124869*rad 4.80273*cm 207.14892288125375*cm 201.23038224510833*cm -0.103625284124869*rad  | 
V_strip_8_36_s4_stack_1 | V-scintillator_8_s4_view_2_stack_1 | 17.481568*cm -168.095551*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.80273*cm 213.06746351739915*cm 207.14892288125375*cm -0.103625284124869*rad 4.80273*cm 213.06746351739915*cm 207.14892288125375*cm -0.103625284124869*rad  | 
lead_9_s4_view_3_stack_1 |    ec_s4 | 0.000000*cm 0.068480*cm -11.541550*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 190.08571180188164*cm 1.0E-6*cm 194.71103154351286*cm 0.0*rad 190.08571180188164*cm 1.0E-6*cm 194.71103154351286*cm 0.0*rad  | 
W-scintillator_9_s4_view_3_stack_1 |    ec_s4 | 48.677758*cm 95.111335*cm -10.922400*cm | 0.0*deg 0.0*deg 62.88000000000001*deg |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 173.30328100000003*cm 213.56655714059053*cm 1.0E-6*cm -0.103625284124869*rad 173.30328100000003*cm 213.56655714059053*cm 1.0E-6*cm -0.103625284124869*rad  | 
W_strip_9_1_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -17.522517*cm 168.489299*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 5.932404946949265*cm 6.161642062062013E-7*cm -0.103625284124869*rad 4.813980000000001*cm 5.932404946949265*cm 6.161642062062013E-7*cm -0.103625284124869*rad  | 
W_strip_9_2_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -16.521230*cm 158.861339*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 11.864809277734322*cm 5.932404946949265*cm -0.103625284124869*rad 4.813980000000001*cm 11.864809277734322*cm 5.932404946949265*cm -0.103625284124869*rad  | 
W_strip_9_3_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -15.519943*cm 149.233379*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 17.79721360851938*cm 11.864809277734322*cm -0.103625284124869*rad 4.813980000000001*cm 17.79721360851938*cm 11.864809277734322*cm -0.103625284124869*rad  | 
W_strip_9_4_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -14.518657*cm 139.605419*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 23.72961793930444*cm 17.79721360851938*cm -0.103625284124869*rad 4.813980000000001*cm 23.72961793930444*cm 17.79721360851938*cm -0.103625284124869*rad  | 
W_strip_9_5_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -13.517370*cm 129.977459*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 29.662022270089498*cm 23.72961793930444*cm -0.103625284124869*rad 4.813980000000001*cm 29.662022270089498*cm 23.72961793930444*cm -0.103625284124869*rad  | 
W_strip_9_6_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -12.516083*cm 120.349499*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 35.594426600874556*cm 29.662022270089498*cm -0.103625284124869*rad 4.813980000000001*cm 35.594426600874556*cm 29.662022270089498*cm -0.103625284124869*rad  | 
W_strip_9_7_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -11.514797*cm 110.721539*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 41.52683093165962*cm 35.594426600874556*cm -0.103625284124869*rad 4.813980000000001*cm 41.52683093165962*cm 35.594426600874556*cm -0.103625284124869*rad  | 
W_strip_9_8_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -10.513510*cm 101.093579*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 47.45923526244468*cm 41.52683093165962*cm -0.103625284124869*rad 4.813980000000001*cm 47.45923526244468*cm 41.52683093165962*cm -0.103625284124869*rad  | 
W_strip_9_9_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -9.512223*cm 91.465619*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 53.39163959322973*cm 47.45923526244468*cm -0.103625284124869*rad 4.813980000000001*cm 53.39163959322973*cm 47.45923526244468*cm -0.103625284124869*rad  | 
W_strip_9_10_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -8.510937*cm 81.837659*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 59.324043924014795*cm 53.39163959322973*cm -0.103625284124869*rad 4.813980000000001*cm 59.324043924014795*cm 53.39163959322973*cm -0.103625284124869*rad  | 
W_strip_9_11_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -7.509650*cm 72.209699*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 65.25644825479985*cm 59.324043924014795*cm -0.103625284124869*rad 4.813980000000001*cm 65.25644825479985*cm 59.324043924014795*cm -0.103625284124869*rad  | 
W_strip_9_12_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -6.508363*cm 62.581739*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 71.18885258558491*cm 65.25644825479985*cm -0.103625284124869*rad 4.813980000000001*cm 71.18885258558491*cm 65.25644825479985*cm -0.103625284124869*rad  | 
W_strip_9_13_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -5.507077*cm 52.953779*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 77.12125691636997*cm 71.18885258558491*cm -0.103625284124869*rad 4.813980000000001*cm 77.12125691636997*cm 71.18885258558491*cm -0.103625284124869*rad  | 
W_strip_9_14_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -4.505790*cm 43.325819*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 83.05366124715503*cm 77.12125691636997*cm -0.103625284124869*rad 4.813980000000001*cm 83.05366124715503*cm 77.12125691636997*cm -0.103625284124869*rad  | 
W_strip_9_15_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -3.504503*cm 33.697859*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 88.98606557794008*cm 83.05366124715503*cm -0.103625284124869*rad 4.813980000000001*cm 88.98606557794008*cm 83.05366124715503*cm -0.103625284124869*rad  | 
W_strip_9_16_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -2.503217*cm 24.069899*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 94.91846990872514*cm 88.98606557794008*cm -0.103625284124869*rad 4.813980000000001*cm 94.91846990872514*cm 88.98606557794008*cm -0.103625284124869*rad  | 
W_strip_9_17_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -1.501930*cm 14.441939*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 100.8508742395102*cm 94.91846990872514*cm -0.103625284124869*rad 4.813980000000001*cm 100.8508742395102*cm 94.91846990872514*cm -0.103625284124869*rad  | 
W_strip_9_18_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | -0.500643*cm 4.813979*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 106.78327857029527*cm 100.8508742395102*cm -0.103625284124869*rad 4.813980000000001*cm 106.78327857029527*cm 100.8508742395102*cm -0.103625284124869*rad  | 
W_strip_9_19_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 0.500643*cm -4.813981*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 112.71568290108033*cm 106.78327857029527*cm -0.103625284124869*rad 4.813980000000001*cm 112.71568290108033*cm 106.78327857029527*cm -0.103625284124869*rad  | 
W_strip_9_20_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 1.501930*cm -14.441941*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 118.64808723186538*cm 112.71568290108033*cm -0.103625284124869*rad 4.813980000000001*cm 118.64808723186538*cm 112.71568290108033*cm -0.103625284124869*rad  | 
W_strip_9_21_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 2.503217*cm -24.069901*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 124.58049156265044*cm 118.64808723186538*cm -0.103625284124869*rad 4.813980000000001*cm 124.58049156265044*cm 118.64808723186538*cm -0.103625284124869*rad  | 
W_strip_9_22_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 3.504503*cm -33.697861*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 130.5128958934355*cm 124.58049156265044*cm -0.103625284124869*rad 4.813980000000001*cm 130.5128958934355*cm 124.58049156265044*cm -0.103625284124869*rad  | 
W_strip_9_23_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 4.505790*cm -43.325821*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 136.44530022422055*cm 130.5128958934355*cm -0.103625284124869*rad 4.813980000000001*cm 136.44530022422055*cm 130.5128958934355*cm -0.103625284124869*rad  | 
W_strip_9_24_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 5.507077*cm -52.953781*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 142.3777045550056*cm 136.44530022422055*cm -0.103625284124869*rad 4.813980000000001*cm 142.3777045550056*cm 136.44530022422055*cm -0.103625284124869*rad  | 
W_strip_9_25_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 6.508363*cm -62.581741*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 148.31010888579067*cm 142.3777045550056*cm -0.103625284124869*rad 4.813980000000001*cm 148.31010888579067*cm 142.3777045550056*cm -0.103625284124869*rad  | 
W_strip_9_26_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 7.509650*cm -72.209701*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 154.24251321657573*cm 148.31010888579067*cm -0.103625284124869*rad 4.813980000000001*cm 154.24251321657573*cm 148.31010888579067*cm -0.103625284124869*rad  | 
W_strip_9_27_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 8.510937*cm -81.837661*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 160.17491754736076*cm 154.24251321657573*cm -0.103625284124869*rad 4.813980000000001*cm 160.17491754736076*cm 154.24251321657573*cm -0.103625284124869*rad  | 
W_strip_9_28_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 9.512223*cm -91.465621*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 166.10732187814585*cm 160.17491754736076*cm -0.103625284124869*rad 4.813980000000001*cm 166.10732187814585*cm 160.17491754736076*cm -0.103625284124869*rad  | 
W_strip_9_29_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 10.513510*cm -101.093581*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 172.03972620893094*cm 166.10732187814585*cm -0.103625284124869*rad 4.813980000000001*cm 172.03972620893094*cm 166.10732187814585*cm -0.103625284124869*rad  | 
W_strip_9_30_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 11.514797*cm -110.721541*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 177.972130539716*cm 172.03972620893094*cm -0.103625284124869*rad 4.813980000000001*cm 177.972130539716*cm 172.03972620893094*cm -0.103625284124869*rad  | 
W_strip_9_31_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 12.516083*cm -120.349501*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 183.9045348705011*cm 177.972130539716*cm -0.103625284124869*rad 4.813980000000001*cm 183.9045348705011*cm 177.972130539716*cm -0.103625284124869*rad  | 
W_strip_9_32_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 13.517370*cm -129.977461*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 189.83693920128616*cm 183.9045348705011*cm -0.103625284124869*rad 4.813980000000001*cm 189.83693920128616*cm 183.9045348705011*cm -0.103625284124869*rad  | 
W_strip_9_33_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 14.518657*cm -139.605421*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 195.76934353207125*cm 189.83693920128616*cm -0.103625284124869*rad 4.813980000000001*cm 195.76934353207125*cm 189.83693920128616*cm -0.103625284124869*rad  | 
W_strip_9_34_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 15.519943*cm -149.233381*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 201.7017478628563*cm 195.76934353207125*cm -0.103625284124869*rad 4.813980000000001*cm 201.7017478628563*cm 195.76934353207125*cm -0.103625284124869*rad  | 
W_strip_9_35_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 16.521230*cm -158.861341*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 207.6341521936414*cm 201.7017478628563*cm -0.103625284124869*rad 4.813980000000001*cm 207.6341521936414*cm 201.7017478628563*cm -0.103625284124869*rad  | 
W_strip_9_36_s4_stack_1 | W-scintillator_9_s4_view_3_stack_1 | 17.522517*cm -168.489301*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 4.813980000000001*cm 213.56655652442646*cm 207.6341521936414*cm -0.103625284124869*rad 4.813980000000001*cm 213.56655652442646*cm 207.6341521936414*cm -0.103625284124869*rad  | 
lead_10_s4_view_1_stack_1 |    ec_s4 | 0.000000*cm 0.077040*cm -10.303250*cm | 0 0 0 |   G4Trap | 0.11904999999999999*cm 0.0*rad 0.0*rad 190.599121*cm 1.0E-6*cm 195.23693343072964*cm 0.0*rad 190.599121*cm 1.0E-6*cm 195.23693343072964*cm 0.0*rad  | 
U-scintillator_10_s4_view_1_stack_1 |    ec_s4 | 0.000000*cm 0.077040*cm -9.684100*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 190.599121*cm 1.0E-6*cm 195.23693343072964*cm 0.0*rad 190.599121*cm 1.0E-6*cm 195.23693343072964*cm 0.0*rad  | 
U_strip_10_1_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -185.304699*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 5.121664056119378E-7*cm 5.423248634566317*cm 0.0*rad 5.29442*cm 5.121664056119378E-7*cm 5.423248634566317*cm 0.0*rad  | 
U_strip_10_2_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -174.715859*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 5.423248634566317*cm 10.84649675696623*cm 0.0*rad 5.29442*cm 5.423248634566317*cm 10.84649675696623*cm 0.0*rad  | 
U_strip_10_3_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -164.127019*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 10.84649675696623*cm 16.26974487936614*cm 0.0*rad 5.29442*cm 10.84649675696623*cm 16.26974487936614*cm 0.0*rad  | 
U_strip_10_4_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -153.538179*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 16.26974487936614*cm 21.69299300176605*cm 0.0*rad 5.29442*cm 16.26974487936614*cm 21.69299300176605*cm 0.0*rad  | 
U_strip_10_5_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -142.949339*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 21.69299300176605*cm 27.116241124165963*cm 0.0*rad 5.29442*cm 21.69299300176605*cm 27.116241124165963*cm 0.0*rad  | 
U_strip_10_6_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -132.360499*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 27.116241124165963*cm 32.53948924656587*cm 0.0*rad 5.29442*cm 27.116241124165963*cm 32.53948924656587*cm 0.0*rad  | 
U_strip_10_7_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -121.771659*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 32.53948924656587*cm 37.96273736896578*cm 0.0*rad 5.29442*cm 32.53948924656587*cm 37.96273736896578*cm 0.0*rad  | 
U_strip_10_8_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -111.182819*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 37.96273736896578*cm 43.385985491365695*cm 0.0*rad 5.29442*cm 37.96273736896578*cm 43.385985491365695*cm 0.0*rad  | 
U_strip_10_9_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -100.593979*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 43.385985491365695*cm 48.80923361376561*cm 0.0*rad 5.29442*cm 43.385985491365695*cm 48.80923361376561*cm 0.0*rad  | 
U_strip_10_10_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -90.005139*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 48.80923361376561*cm 54.232481736165525*cm 0.0*rad 5.29442*cm 48.80923361376561*cm 54.232481736165525*cm 0.0*rad  | 
U_strip_10_11_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -79.416299*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 54.232481736165525*cm 59.655729858565444*cm 0.0*rad 5.29442*cm 54.232481736165525*cm 59.655729858565444*cm 0.0*rad  | 
U_strip_10_12_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -68.827459*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 59.655729858565444*cm 65.07897798096535*cm 0.0*rad 5.29442*cm 59.655729858565444*cm 65.07897798096535*cm 0.0*rad  | 
U_strip_10_13_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -58.238619*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 65.07897798096535*cm 70.50222610336526*cm 0.0*rad 5.29442*cm 65.07897798096535*cm 70.50222610336526*cm 0.0*rad  | 
U_strip_10_14_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -47.649779*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 70.50222610336526*cm 75.92547422576517*cm 0.0*rad 5.29442*cm 70.50222610336526*cm 75.92547422576517*cm 0.0*rad  | 
U_strip_10_15_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -37.060939*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 75.92547422576517*cm 81.3487223481651*cm 0.0*rad 5.29442*cm 75.92547422576517*cm 81.3487223481651*cm 0.0*rad  | 
U_strip_10_16_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -26.472099*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 81.3487223481651*cm 86.77197047056501*cm 0.0*rad 5.29442*cm 81.3487223481651*cm 86.77197047056501*cm 0.0*rad  | 
U_strip_10_17_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -15.883259*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 86.77197047056501*cm 92.19521859296492*cm 0.0*rad 5.29442*cm 86.77197047056501*cm 92.19521859296492*cm 0.0*rad  | 
U_strip_10_18_s4_stack_1 | U-scintillator_10_s4_view_1_stack_1 | 0.000000*cm -5.294419*cm 0.000000*cm | 0 0 0 |   G4Trap | 0.5*cm 0.0*rad 0.0*rad 5.29442*cm 92.19521859296492*cm 97.61846671536483*cm 0.0*rad 5.29442*cm 92.19521859296492*cm 97.61846671536483*cm 0.0*rad  | 
