            ltccTrap  |                root  |Light Threshold Cerenkov Counter  |                                             0 0 0  |                                   0 0 0  | 110088   |              G4Trap  |500*mm 0*deg 0*deg 1700*mm 240*mm 2000*mm 0*deg 1700*mm 5*mm 1765*mm 0*deg  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
cyl_mirrors_s6right_2  |              ltccS6  |           cyl mirrors right 2  |                14.6005*cm  72.2036*cm  434.265*cm  |            -170.56*deg 30.37*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6left_2  |              ltccS6  |            cyl mirrors left 2  |                 -14.6005*cm 72.2036*cm 434.265*cm  |          -170.56*deg -30.37*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.37*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2right_3  |              ltccS2  |           cyl mirrors right 3  |                22.8141*cm  84.8772*cm  429.842*cm  |            -168.83*deg 30.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s2left_3  |              ltccS2  |            cyl mirrors left 3  |                 -22.8141*cm 84.8772*cm 429.842*cm  |          -168.83*deg -30.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3right_3  |              ltccS3  |           cyl mirrors right 3  |                22.8141*cm  84.8772*cm  429.842*cm  |            -168.83*deg 30.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s3left_3  |              ltccS3  |            cyl mirrors left 3  |                 -22.8141*cm 84.8772*cm 429.842*cm  |          -168.83*deg -30.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5right_3  |              ltccS5  |           cyl mirrors right 3  |                22.8141*cm  84.8772*cm  429.842*cm  |            -168.83*deg 30.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s5left_3  |              ltccS5  |            cyl mirrors left 3  |                 -22.8141*cm 84.8772*cm 429.842*cm  |          -168.83*deg -30.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6right_3  |              ltccS6  |           cyl mirrors right 3  |                22.8141*cm  84.8772*cm  429.842*cm  |            -168.83*deg 30.08*deg 20*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
cyl_mirrors_s6left_3  |              ltccS6  |            cyl mirrors left 3  |                 -22.8141*cm 84.8772*cm 429.842*cm  |          -168.83*deg -30.08*deg -85*deg  | aaffff   |                Tube  |                         6.2*cm 6.3*cm 3*cm 0*deg 120.08*deg  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   | mirror: ltcc_AlMgF2  |              mirror  |                                      no 
