         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer3_layer0_ahdccell4_subcell2  |         ahdc_mother  |          AHDCcell 4 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -12.038345*mm     -54.690751*mm     -10.056029*mm     -55.089711*mm     -10.774316*mm     -59.024691*mm     -12.898226*mm     -58.597233*mm       7.392995*mm     -55.509852*mm       9.392215*mm     -55.206760*mm      10.063087*mm     -59.150099*mm       7.921066*mm     -59.474841*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 4 side manual 0 
superlayer3_layer0_ahdccell5_subcell1  |         ahdc_mother  |          AHDCcell 5 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -17.092849*mm     -57.513777*mm     -19.158092*mm     -56.859190*mm     -17.880886*mm     -53.068578*mm     -15.953325*mm     -53.679525*mm       3.608847*mm     -59.891370*mm       1.444271*mm     -59.982615*mm       1.347986*mm     -55.983774*mm       3.368257*mm     -55.898612*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 5 side manual 0 
superlayer3_layer0_ahdccell5_subcell2  |         ahdc_mother  |          AHDCcell 5 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -15.953325*mm     -53.679525*mm     -14.004965*mm     -54.220485*mm     -15.005320*mm     -58.093376*mm     -17.092849*mm     -57.513777*mm       3.368257*mm     -55.898612*mm       5.384136*mm     -55.740569*mm       5.768717*mm     -59.722039*mm       3.608847*mm     -59.891370*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 5 side manual 0 
superlayer3_layer0_ahdccell6_subcell1  |         ahdc_mother  |          AHDCcell 6 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -21.198357*mm     -56.130470*mm     -23.210983*mm     -55.328567*mm     -21.663584*mm     -51.639996*mm     -19.785133*mm     -52.388439*mm      -0.722188*mm     -59.995654*mm      -2.887705*mm     -59.930469*mm      -2.695191*mm     -55.935105*mm      -0.674042*mm     -55.995943*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 6 side manual 0 
superlayer3_layer0_ahdccell6_subcell2  |         ahdc_mother  |          AHDCcell 6 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -19.785133*mm     -52.388439*mm     -17.880886*mm     -53.068578*mm     -19.158092*mm     -56.859190*mm     -21.198357*mm     -56.130470*mm      -0.674042*mm     -55.995943*mm       1.347986*mm     -55.983774*mm       1.444271*mm     -59.982615*mm      -0.722188*mm     -59.995654*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 6 side manual 0 
superlayer3_layer0_ahdccell7_subcell1  |         ahdc_mother  |          AHDCcell 7 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -25.193346*mm     -54.454525*mm     -27.142862*mm     -53.509485*mm     -25.333338*mm     -49.942186*mm     -23.513790*mm     -50.824224*mm      -5.049457*mm     -59.787147*mm      -7.204625*mm     -59.565874*mm      -6.724317*mm     -55.594816*mm      -4.712826*mm     -55.801338*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 7 side manual 0 
superlayer3_layer0_ahdccell7_subcell2  |         ahdc_mother  |          AHDCcell 7 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -23.513790*mm     -50.824224*mm     -21.663584*mm     -51.639996*mm     -23.210983*mm     -55.328567*mm     -25.193346*mm     -54.454525*mm      -4.712826*mm     -55.801338*mm      -2.695191*mm     -55.935105*mm      -2.887705*mm     -59.930469*mm      -5.049457*mm     -59.787147*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 7 side manual 0 
superlayer3_layer0_ahdccell8_subcell1  |         ahdc_mother  |          AHDCcell 8 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -29.056989*mm     -52.494680*mm     -30.933231*mm     -51.411431*mm     -28.871016*mm     -47.984002*mm     -27.119857*mm     -48.995034*mm      -9.350401*mm     -59.266939*mm     -11.483984*mm     -58.890730*mm     -10.718385*mm     -54.964681*mm      -8.727040*mm     -55.315809*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 8 side manual 0 
superlayer3_layer0_ahdccell8_subcell2  |         ahdc_mother  |          AHDCcell 8 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -27.119857*mm     -48.995034*mm     -25.333338*mm     -49.942186*mm     -27.142862*mm     -53.509485*mm     -29.056989*mm     -52.494680*mm      -8.727040*mm     -55.315809*mm      -6.724317*mm     -55.594816*mm      -7.204625*mm     -59.565874*mm      -9.350401*mm     -59.266939*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 8 side manual 0 
superlayer3_layer0_ahdccell9_subcell1  |         ahdc_mother  |          AHDCcell 9 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -32.769143*mm     -50.261151*mm     -34.562329*mm     -49.045340*mm     -32.258174*mm     -45.775651*mm     -30.584533*mm     -46.910408*mm     -13.602595*mm     -58.437739*mm     -15.703471*mm     -57.908557*mm     -14.656573*mm     -54.047987*mm     -12.695756*mm     -54.541890*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 9 side manual 0 
superlayer3_layer0_ahdccell9_subcell2  |         ahdc_mother  |          AHDCcell 9 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -30.584533*mm     -46.910408*mm     -28.871016*mm     -47.984002*mm     -30.933231*mm     -51.411431*mm     -32.769143*mm     -50.261151*mm     -12.695756*mm     -54.541890*mm     -10.718385*mm     -54.964681*mm     -11.483984*mm     -58.890730*mm     -13.602595*mm     -58.437739*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 9 side manual 0 
superlayer3_layer0_ahdccell10_subcell1  |         ahdc_mother  |         AHDCcell 10 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -36.310453*mm     -47.765584*mm     -38.011235*mm     -46.423550*mm     -35.477152*mm     -43.328647*mm     -33.889756*mm     -44.581212*mm     -17.783873*mm     -57.303873*mm     -19.841088*mm     -56.624476*mm     -18.518348*mm     -52.849511*mm     -16.598281*mm     -53.483615*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 10 side manual 0 
superlayer3_layer0_ahdccell10_subcell2  |         ahdc_mother  |         AHDCcell 10 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -33.889756*mm     -44.581212*mm     -32.258174*mm     -45.775651*mm     -34.562329*mm     -49.045340*mm     -36.310453*mm     -47.765584*mm     -16.598281*mm     -53.483615*mm     -14.656573*mm     -54.047987*mm     -15.703471*mm     -57.908557*mm     -17.783873*mm     -57.303873*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 10 side manual 0 
superlayer3_layer0_ahdccell11_subcell1  |         ahdc_mother  |         AHDCcell 11 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -39.662457*mm     -45.020989*mm     -41.261968*mm     -43.559730*mm     -38.511170*mm     -40.655748*mm     -37.018293*mm     -42.019590*mm     -21.872433*mm     -55.871251*mm     -23.875261*mm     -55.045180*mm     -22.283577*mm     -51.375502*mm     -20.414271*mm     -52.146501*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 11 side manual 0 
superlayer3_layer0_ahdccell11_subcell2  |         ahdc_mother  |         AHDCcell 11 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -37.018293*mm     -42.019590*mm     -35.477152*mm     -43.328647*mm     -38.011235*mm     -46.423550*mm     -39.662457*mm     -45.020989*mm     -20.414271*mm     -52.146501*mm     -18.518348*mm     -52.849511*mm     -19.841088*mm     -56.624476*mm     -21.872433*mm     -55.871251*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 11 side manual 0 
superlayer3_layer0_ahdccell12_subcell1  |         ahdc_mother  |         AHDCcell 12 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -42.807680*mm     -42.041676*mm     -44.297579*mm     -40.468808*mm     -41.344407*mm     -37.770888*mm     -39.953835*mm     -39.238898*mm     -25.846961*mm     -54.147342*mm     -27.784961*mm     -53.178905*mm     -25.932630*mm     -49.633645*mm     -24.123830*mm     -50.537519*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 12 side manual 0 
superlayer3_layer0_ahdccell12_subcell2  |         ahdc_mother  |         AHDCcell 12 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -39.953835*mm     -39.238898*mm     -38.511170*mm     -40.655748*mm     -41.261968*mm     -43.559730*mm     -42.807680*mm     -42.041676*mm     -24.123830*mm     -50.537519*mm     -22.283577*mm     -51.375502*mm     -23.875261*mm     -55.045180*mm     -25.846961*mm     -54.147342*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 12 side manual 0 
superlayer3_layer0_ahdccell13_subcell1  |         ahdc_mother  |         AHDCcell 13 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -45.729723*mm     -38.843177*mm     -47.102244*mm     -37.166902*mm     -43.962095*mm     -34.689108*mm     -42.681075*mm     -36.253632*mm     -29.686735*mm     -52.141133*mm     -31.549802*mm     -51.035380*mm     -29.446482*mm     -47.633021*mm     -27.707619*mm     -48.665058*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 13 side manual 0 
superlayer3_layer0_ahdccell13_subcell2  |         ahdc_mother  |         AHDCcell 13 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -42.681075*mm     -36.253632*mm     -41.344407*mm     -37.770888*mm     -44.297579*mm     -40.468808*mm     -45.729723*mm     -38.843177*mm     -27.707619*mm     -48.665058*mm     -25.932630*mm     -49.633645*mm     -27.784961*mm     -53.178905*mm     -29.686735*mm     -52.141133*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 13 side manual 0 
superlayer3_layer0_ahdccell14_subcell1  |         ahdc_mother  |         AHDCcell 14 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -48.413353*mm     -35.442168*mm     -49.661340*mm     -33.671224*mm     -46.350584*mm     -31.426476*mm     -45.185796*mm     -33.079357*mm     -33.371735*mm     -49.863085*mm     -35.150158*mm     -48.625779*mm     -32.806814*mm     -45.384061*mm     -31.146953*mm     -46.538880*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 14 side manual 0 
superlayer3_layer0_ahdccell14_subcell2  |         ahdc_mother  |         AHDCcell 14 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -45.185796*mm     -33.079357*mm     -43.962095*mm     -34.689108*mm     -47.102244*mm     -37.166902*mm     -48.413353*mm     -35.442168*mm     -31.146953*mm     -46.538880*mm     -29.446482*mm     -47.633021*mm     -31.549802*mm     -51.035380*mm     -33.371735*mm     -49.863085*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 14 side manual 0 
superlayer3_layer0_ahdccell15_subcell1  |         ahdc_mother  |         AHDCcell 15 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -50.844578*mm     -31.856379*mm     -51.961524*mm     -30.000000*mm     -48.497423*mm     -28.000000*mm     -47.454939*mm     -29.732621*mm     -36.882751*mm     -47.325074*mm     -38.567257*mm     -45.962667*mm     -35.996106*mm     -42.898489*mm     -34.423901*mm     -44.170069*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 15 side manual 0 
superlayer3_layer0_ahdccell15_subcell2  |         ahdc_mother  |         AHDCcell 15 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -47.454939*mm     -29.732621*mm     -46.350584*mm     -31.426476*mm     -49.661340*mm     -33.671224*mm     -50.844578*mm     -31.856379*mm     -34.423901*mm     -44.170069*mm     -32.806814*mm     -45.384061*mm     -35.150158*mm     -48.625779*mm     -36.882751*mm     -47.325074*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 15 side manual 0 
superlayer3_layer0_ahdccell16_subcell1  |         ahdc_mother  |         AHDCcell 16 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -53.010723*mm     -28.104506*mm     -53.990805*mm     -26.172370*mm     -50.391418*mm     -24.427545*mm     -49.476674*mm     -26.230873*mm     -40.201478*mm     -44.540332*mm     -41.783284*mm     -43.059926*mm     -38.997731*mm     -40.189264*mm     -37.521379*mm     -41.570977*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 16 side manual 0 
superlayer3_layer0_ahdccell16_subcell2  |         ahdc_mother  |         AHDCcell 16 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -49.476674*mm     -26.230873*mm     -48.497423*mm     -28.000000*mm     -51.961524*mm     -30.000000*mm     -53.010723*mm     -28.104506*mm     -37.521379*mm     -41.570977*mm     -35.996106*mm     -42.898489*mm     -38.567257*mm     -45.962667*mm     -40.201478*mm     -44.540332*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 16 side manual 0 
superlayer3_layer0_ahdccell17_subcell1  |         ahdc_mother  |         AHDCcell 17 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -54.900494*mm     -24.206110*mm     -55.738603*mm     -22.208289*mm     -52.022696*mm     -20.727737*mm     -51.240461*mm     -22.592369*mm     -43.310612*mm     -41.523378*mm     -44.781472*mm     -39.932691*mm     -41.796040*mm     -37.270511*mm     -40.423238*mm     -38.755152*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 17 side manual 0 
superlayer3_layer0_ahdccell17_subcell2  |         ahdc_mother  |         AHDCcell 17 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -51.240461*mm     -22.592369*mm     -50.391418*mm     -24.427545*mm     -53.990805*mm     -26.172370*mm     -54.900494*mm     -24.206110*mm     -40.423238*mm     -38.755152*mm     -38.997731*mm     -40.189264*mm     -41.783284*mm     -43.059926*mm     -43.310612*mm     -41.523378*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 17 side manual 0 
superlayer3_layer0_ahdccell18_subcell1  |         ahdc_mother  |         AHDCcell 18 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -56.504040*mm     -20.181514*mm     -57.195806*mm     -18.128425*mm     -53.382752*mm     -16.919863*mm     -52.737104*mm     -18.836079*mm     -46.193945*mm     -38.289939*mm     -47.546190*mm     -36.597265*mm     -44.376444*mm     -34.157447*mm     -43.114349*mm     -35.737277*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 18 side manual 0 
superlayer3_layer0_ahdccell18_subcell2  |         ahdc_mother  |         AHDCcell 18 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -52.737104*mm     -18.836079*mm     -52.022696*mm     -20.727737*mm     -55.738603*mm     -22.208289*mm     -56.504040*mm     -20.181514*mm     -43.114349*mm     -35.737277*mm     -41.796040*mm     -37.270511*mm     -44.781472*mm     -39.932691*mm     -46.193945*mm     -38.289939*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 18 side manual 0 
superlayer3_layer0_ahdccell19_subcell1  |         ahdc_mother  |         AHDCcell 19 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -57.813000*mm     -16.051700*mm     -58.354816*mm     -13.954047*mm     -54.464495*mm     -13.023778*mm     -53.958800*mm     -14.981587*mm     -48.836444*mm     -34.856875*mm     -50.063025*mm     -33.071038*mm     -46.725490*mm     -30.866302*mm     -45.580681*mm     -32.533083*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 19 side manual 0 
superlayer3_layer0_ahdccell19_subcell2  |         ahdc_mother  |         AHDCcell 19 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -53.958800*mm     -14.981587*mm     -53.382752*mm     -16.919863*mm     -57.195806*mm     -18.128425*mm     -57.813000*mm     -16.051700*mm     -45.580681*mm     -32.533083*mm     -44.376444*mm     -34.157447*mm     -47.546190*mm     -36.597265*mm     -48.836444*mm     -34.856875*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 19 side manual 0 
superlayer3_layer0_ahdccell20_subcell1  |         ahdc_mother  |         AHDCcell 20 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -58.820549*mm     -11.838201*mm     -59.209591*mm      -9.706920*mm     -55.262285*mm      -9.059792*mm     -54.899179*mm     -11.048988*mm     -51.224333*mm     -31.242083*mm     -52.318854*mm     -29.372394*mm     -48.830930*mm     -27.414234*mm     -47.809377*mm     -29.159277*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 20 side manual 0 
superlayer3_layer0_ahdccell20_subcell2  |         ahdc_mother  |         AHDCcell 20 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -54.899179*mm     -11.048988*mm     -54.464495*mm     -13.023778*mm     -58.354816*mm     -13.954047*mm     -58.820549*mm     -11.838201*mm     -47.809377*mm     -29.159277*mm     -46.725490*mm     -30.866302*mm     -50.063025*mm     -33.071038*mm     -51.224333*mm     -31.242083*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 20 side manual 0 
superlayer3_layer0_ahdccell21_subcell1  |         ahdc_mother  |         AHDCcell 21 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.521436*mm      -7.562983*mm     -59.755675*mm      -5.409185*mm     -55.771964*mm      -5.048573*mm     -55.553340*mm      -7.058784*mm     -53.345161*mm     -27.464409*mm     -54.301917*mm     -25.520616*mm     -50.681789*mm     -23.819241*mm     -49.788817*mm     -25.633448*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 21 side manual 0 
superlayer3_layer0_ahdccell21_subcell2  |         ahdc_mother  |         AHDCcell 21 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.553340*mm      -7.058784*mm     -55.262285*mm      -9.059792*mm     -59.209591*mm      -9.706920*mm     -59.521436*mm      -7.562983*mm     -49.788817*mm     -25.633448*mm     -48.830930*mm     -27.414234*mm     -52.318854*mm     -29.372394*mm     -53.345161*mm     -27.464409*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 21 side manual 0 
superlayer3_layer0_ahdccell22_subcell1  |         ahdc_mother  |         AHDCcell 22 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.912005*mm      -3.248335*mm     -59.990221*mm      -1.083249*mm     -55.990873*mm      -1.011032*mm     -55.917871*mm      -3.031779*mm     -55.187873*mm     -23.543548*mm     -56.001875*mm     -21.535785*mm     -52.268416*mm     -20.100066*mm     -51.508681*mm     -21.973979*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 22 side manual 0 
superlayer3_layer0_ahdccell22_subcell2  |         ahdc_mother  |         AHDCcell 22 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.917871*mm      -3.031779*mm     -55.771964*mm      -5.048573*mm     -59.755675*mm      -5.409185*mm     -59.912005*mm      -3.248335*mm     -51.508681*mm     -21.973979*mm     -50.681789*mm     -23.819241*mm     -54.301917*mm     -25.520616*mm     -55.187873*mm     -23.543548*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 22 side manual 0 
superlayer3_layer0_ahdccell23_subcell1  |         ahdc_mother  |         AHDCcell 23 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.990221*mm       1.083249*mm     -59.912005*mm       3.248335*mm     -55.917871*mm       3.031779*mm     -55.990873*mm       1.011032*mm     -56.742861*mm     -19.499943*mm     -57.409865*mm     -17.438677*mm     -53.582540*mm     -16.276098*mm     -52.960003*mm     -18.199947*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 23 side manual 0 
superlayer3_layer0_ahdccell23_subcell2  |         ahdc_mother  |         AHDCcell 23 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.990873*mm       1.011032*mm     -55.990873*mm      -1.011032*mm     -59.990221*mm      -1.083249*mm     -59.990221*mm       1.083249*mm     -52.960003*mm     -18.199947*mm     -52.268416*mm     -20.100066*mm     -56.001875*mm     -21.535785*mm     -56.742861*mm     -19.499943*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 23 side manual 0 
