         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                      2.5*cm 21.0*cm 20.0*cm 0.*deg 360.*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
superlayer3_layer0_ahdccell24_subcell1  |         ahdc_mother  |         AHDCcell 24 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.755675*mm       5.409185*mm     -59.521436*mm       7.562983*mm     -55.553340*mm       7.058784*mm     -55.771964*mm       5.048573*mm     -58.002017*mm     -15.354673*mm     -58.518546*mm     -13.250651*mm     -54.617310*mm     -12.367274*mm     -54.135216*mm     -14.331029*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 24 side manual 0 
superlayer3_layer0_ahdccell24_subcell2  |         ahdc_mother  |         AHDCcell 24 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.771964*mm       5.048573*mm     -55.917871*mm       3.031779*mm     -59.912005*mm       3.248335*mm     -59.755675*mm       5.409185*mm     -54.135216*mm     -14.331029*mm     -53.582540*mm     -16.276098*mm     -57.409865*mm     -17.438677*mm     -58.002017*mm     -15.354673*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 24 side manual 0 
superlayer3_layer0_ahdccell25_subcell1  |         ahdc_mother  |         AHDCcell 25 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -59.209591*mm       9.706920*mm     -58.820549*mm      11.838201*mm     -54.899179*mm      11.048988*mm     -55.262285*mm       9.059792*mm     -58.958778*mm     -11.129352*mm     -59.322139*mm      -8.993543*mm     -55.367330*mm      -8.393973*mm     -55.028193*mm     -10.387395*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 25 side manual 0 
superlayer3_layer0_ahdccell25_subcell2  |         ahdc_mother  |         AHDCcell 25 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.262285*mm       9.059792*mm     -55.553340*mm       7.058784*mm     -59.521436*mm       7.562983*mm     -59.209591*mm       9.706920*mm     -55.028193*mm     -10.387395*mm     -54.617310*mm     -12.367274*mm     -58.518546*mm     -13.250651*mm     -58.958778*mm     -11.129352*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 25 side manual 0 
superlayer3_layer0_ahdccell26_subcell1  |         ahdc_mother  |         AHDCcell 26 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -58.354816*mm      13.954047*mm     -57.813000*mm      16.051700*mm     -53.958800*mm      14.981587*mm     -54.464495*mm      13.023778*mm     -59.608155*mm      -6.846007*mm     -59.816454*mm      -4.689546*mm     -55.828690*mm      -4.376910*mm     -55.634278*mm      -6.389607*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 26 side manual 0 
superlayer3_layer0_ahdccell26_subcell2  |         ahdc_mother  |         AHDCcell 26 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -54.464495*mm      13.023778*mm     -54.899179*mm      11.048988*mm     -58.820549*mm      11.838201*mm     -58.354816*mm      13.954047*mm     -55.634278*mm      -6.389607*mm     -55.367330*mm      -8.393973*mm     -59.322139*mm      -8.993543*mm     -59.608155*mm      -6.846007*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 26 side manual 0 
superlayer3_layer0_ahdccell27_subcell1  |         ahdc_mother  |         AHDCcell 27 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -57.195806*mm      18.128425*mm     -56.504040*mm      20.181514*mm     -52.737104*mm      18.836079*mm     -53.382752*mm      16.919863*mm     -59.946763*mm      -2.526971*mm     -59.998913*mm      -0.361100*mm     -55.998986*mm      -0.337027*mm     -55.950312*mm      -2.358506*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 27 side manual 0 
superlayer3_layer0_ahdccell27_subcell2  |         ahdc_mother  |         AHDCcell 27 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -53.382752*mm      16.919863*mm     -53.958800*mm      14.981587*mm     -57.813000*mm      16.051700*mm     -57.195806*mm      18.128425*mm     -55.950312*mm      -2.358506*mm     -55.828690*mm      -4.376910*mm     -59.816454*mm      -4.689546*mm     -59.946763*mm      -2.526971*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 27 side manual 0 
superlayer3_layer0_ahdccell28_subcell1  |         ahdc_mother  |         AHDCcell 28 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -55.738603*mm      22.208289*mm     -54.900494*mm      24.206110*mm     -51.240461*mm      22.592369*mm     -52.022696*mm      20.727737*mm     -59.972836*mm       1.805241*mm     -59.868566*mm       3.969228*mm     -55.877329*mm       3.704613*mm     -55.974647*mm       1.684891*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 28 side manual 0 
superlayer3_layer0_ahdccell28_subcell2  |         ahdc_mother  |         AHDCcell 28 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -52.022696*mm      20.727737*mm     -52.737104*mm      18.836079*mm     -56.504040*mm      20.181514*mm     -55.738603*mm      22.208289*mm     -55.974647*mm       1.684891*mm     -55.998986*mm      -0.337027*mm     -59.998913*mm      -0.361100*mm     -59.972836*mm       1.805241*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 28 side manual 0 
superlayer3_layer0_ahdccell29_subcell1  |         ahdc_mother  |         AHDCcell 29 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -53.990805*mm      26.172370*mm     -53.010723*mm      28.104506*mm     -49.476674*mm      26.230873*mm     -50.391418*mm      24.427545*mm     -59.686239*mm       6.128040*mm     -59.426092*mm       8.278862*mm     -55.464353*mm       7.726938*mm     -55.707156*mm       5.719504*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 29 side manual 0 
superlayer3_layer0_ahdccell29_subcell2  |         ahdc_mother  |         AHDCcell 29 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -50.391418*mm      24.427545*mm     -51.240461*mm      22.592369*mm     -54.900494*mm      24.206110*mm     -53.990805*mm      26.172370*mm     -55.707156*mm       5.719504*mm     -55.877329*mm       3.704613*mm     -59.868566*mm       3.969228*mm     -59.686239*mm       6.128040*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 29 side manual 0 
superlayer3_layer0_ahdccell30_subcell1  |         ahdc_mother  |         AHDCcell 30 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -51.961524*mm      30.000000*mm     -50.844578*mm      31.856379*mm     -47.454939*mm      29.732621*mm     -48.497423*mm      28.000000*mm     -59.088465*mm      10.418891*mm     -58.673798*mm      12.545335*mm     -54.762212*mm      11.708979*mm     -55.149234*mm       9.724298*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 30 side manual 0 
superlayer3_layer0_ahdccell30_subcell2  |         ahdc_mother  |         AHDCcell 30 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -48.497423*mm      28.000000*mm     -49.476674*mm      26.230873*mm     -53.010723*mm      28.104506*mm     -51.961524*mm      30.000000*mm     -55.149234*mm       9.724298*mm     -55.464353*mm       7.726938*mm     -59.426092*mm       8.278862*mm     -59.088465*mm      10.418891*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 30 side manual 0 
superlayer3_layer0_ahdccell31_subcell1  |         ahdc_mother  |         AHDCcell 31 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -49.661340*mm      33.671224*mm     -48.413353*mm      35.442168*mm     -45.185796*mm      33.079357*mm     -46.350584*mm      31.426476*mm     -58.182631*mm      14.655422*mm     -57.615606*mm      16.746402*mm     -53.774565*mm      15.629975*mm     -54.303789*mm      13.678394*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 31 side manual 0 
superlayer3_layer0_ahdccell31_subcell2  |         ahdc_mother  |         AHDCcell 31 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -46.350584*mm      31.426476*mm     -47.454939*mm      29.732621*mm     -50.844578*mm      31.856379*mm     -49.661340*mm      33.671224*mm     -54.303789*mm      13.678394*mm     -54.762212*mm      11.708979*mm     -58.673798*mm      12.545335*mm     -58.182631*mm      14.655422*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 31 side manual 0 
superlayer3_layer0_ahdccell32_subcell1  |         ahdc_mother  |         AHDCcell 32 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -47.102244*mm      37.166902*mm     -45.729723*mm      38.843177*mm     -42.681075*mm      36.253632*mm     -43.962095*mm      34.689108*mm     -56.973460*mm      18.815547*mm     -56.257033*mm      20.860160*mm     -52.506564*mm      19.469483*mm     -53.175230*mm      17.561177*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 32 side manual 0 
superlayer3_layer0_ahdccell32_subcell2  |         ahdc_mother  |         AHDCcell 32 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -43.962095*mm      34.689108*mm     -45.185796*mm      33.079357*mm     -48.413353*mm      35.442168*mm     -47.102244*mm      37.166902*mm     -53.175230*mm      17.561177*mm     -53.774565*mm      15.629975*mm     -57.615606*mm      16.746402*mm     -56.973460*mm      18.815547*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 32 side manual 0 
superlayer3_layer0_ahdccell33_subcell1  |         ahdc_mother  |         AHDCcell 33 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -44.297579*mm      40.468808*mm     -42.807680*mm      42.041676*mm     -39.953835*mm      39.238898*mm     -41.344407*mm      37.770888*mm     -55.467256*mm      22.877576*mm     -54.605161*mm      24.865164*mm     -50.964817*mm      23.207486*mm     -51.769439*mm      21.352404*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 33 side manual 0 
superlayer3_layer0_ahdccell33_subcell2  |         ahdc_mother  |         AHDCcell 33 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -41.344407*mm      37.770888*mm     -42.681075*mm      36.253632*mm     -45.729723*mm      38.843177*mm     -44.297579*mm      40.468808*mm     -51.769439*mm      21.352404*mm     -52.506564*mm      19.469483*mm     -56.257033*mm      20.860160*mm     -55.467256*mm      22.877576*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 33 side manual 0 
superlayer3_layer0_ahdccell34_subcell1  |         ahdc_mother  |         AHDCcell 34 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -41.261968*mm      43.559730*mm     -39.662457*mm      45.020989*mm     -37.018293*mm      42.019590*mm     -38.511170*mm      40.655748*mm     -53.671871*mm      26.820332*mm     -52.668604*mm      28.740532*mm     -49.157363*mm      26.824497*mm     -50.093747*mm      25.032310*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 34 side manual 0 
superlayer3_layer0_ahdccell34_subcell2  |         ahdc_mother  |         AHDCcell 34 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -38.511170*mm      40.655748*mm     -39.953835*mm      39.238898*mm     -42.807680*mm      42.041676*mm     -41.261968*mm      43.559730*mm     -50.093747*mm      25.032310*mm     -50.964817*mm      23.207486*mm     -54.605161*mm      24.865164*mm     -53.671871*mm      26.820332*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 34 side manual 0 
superlayer3_layer0_ahdccell35_subcell1  |         ahdc_mother  |         AHDCcell 35 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |150.0000*mm     -38.011235*mm      46.423550*mm     -36.310453*mm      47.765584*mm     -33.889756*mm      44.581212*mm     -35.477152*mm      43.328647*mm     -51.596666*mm      30.623260*mm     -50.457457*mm      32.466060*mm     -47.093626*mm      30.301656*mm     -48.156888*mm      28.581709*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |              alrtdc  |              alrtdc  |superlayer manual 3 layer manual 0 ahdccell manual 35 side manual 0 
