               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
       crystal_30_16  |               mucal  |   crystal volume (h:30, v:16)  |                        45.5*mm -136.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 16 
       crystal_30_17  |               mucal  |   crystal volume (h:30, v:17)  |                        45.5*mm -123.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 17 
       crystal_30_18  |               mucal  |   crystal volume (h:30, v:18)  |                        45.5*mm -110.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 18 
       crystal_30_19  |               mucal  |   crystal volume (h:30, v:19)  |                         45.5*mm -97.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 19 
       crystal_30_20  |               mucal  |   crystal volume (h:30, v:20)  |                         45.5*mm -84.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 20 
       crystal_30_21  |               mucal  |   crystal volume (h:30, v:21)  |                         45.5*mm -71.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 21 
       crystal_30_32  |               mucal  |   crystal volume (h:30, v:32)  |                          45.5*mm 71.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 32 
       crystal_30_33  |               mucal  |   crystal volume (h:30, v:33)  |                          45.5*mm 84.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 33 
       crystal_30_34  |               mucal  |   crystal volume (h:30, v:34)  |                          45.5*mm 97.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 34 
       crystal_30_35  |               mucal  |   crystal volume (h:30, v:35)  |                         45.5*mm 110.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 35 
       crystal_30_36  |               mucal  |   crystal volume (h:30, v:36)  |                         45.5*mm 123.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 36 
       crystal_30_37  |               mucal  |   crystal volume (h:30, v:37)  |                         45.5*mm 136.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 37 
       crystal_30_38  |               mucal  |   crystal volume (h:30, v:38)  |                         45.5*mm 149.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 38 
       crystal_30_39  |               mucal  |   crystal volume (h:30, v:39)  |                         45.5*mm 162.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 39 
       crystal_30_40  |               mucal  |   crystal volume (h:30, v:40)  |                         45.5*mm 175.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 40 
       crystal_30_41  |               mucal  |   crystal volume (h:30, v:41)  |                         45.5*mm 188.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 41 
       crystal_30_42  |               mucal  |   crystal volume (h:30, v:42)  |                         45.5*mm 201.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 42 
       crystal_30_43  |               mucal  |   crystal volume (h:30, v:43)  |                         45.5*mm 214.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 43 
       crystal_30_44  |               mucal  |   crystal volume (h:30, v:44)  |                         45.5*mm 227.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 44 
       crystal_30_45  |               mucal  |   crystal volume (h:30, v:45)  |                         45.5*mm 240.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 45 
       crystal_30_46  |               mucal  |   crystal volume (h:30, v:46)  |                         45.5*mm 253.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 46 
       crystal_30_47  |               mucal  |   crystal volume (h:30, v:47)  |                         45.5*mm 266.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 47 
       crystal_30_48  |               mucal  |   crystal volume (h:30, v:48)  |                         45.5*mm 279.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 48 
       crystal_30_49  |               mucal  |   crystal volume (h:30, v:49)  |                         45.5*mm 292.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 49 
       crystal_30_50  |               mucal  |   crystal volume (h:30, v:50)  |                         45.5*mm 305.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 50 
       crystal_30_51  |               mucal  |   crystal volume (h:30, v:51)  |                         45.5*mm 318.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 51 
       crystal_30_52  |               mucal  |   crystal volume (h:30, v:52)  |                         45.5*mm 331.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 30 iv manual 52 
        crystal_31_1  |               mucal  |    crystal volume (h:31, v:1)  |                        58.5*mm -331.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 1 
        crystal_31_2  |               mucal  |    crystal volume (h:31, v:2)  |                        58.5*mm -318.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 2 
        crystal_31_3  |               mucal  |    crystal volume (h:31, v:3)  |                        58.5*mm -305.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 3 
        crystal_31_4  |               mucal  |    crystal volume (h:31, v:4)  |                        58.5*mm -292.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 4 
        crystal_31_5  |               mucal  |    crystal volume (h:31, v:5)  |                        58.5*mm -279.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 5 
        crystal_31_6  |               mucal  |    crystal volume (h:31, v:6)  |                        58.5*mm -266.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 6 
        crystal_31_7  |               mucal  |    crystal volume (h:31, v:7)  |                        58.5*mm -253.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 7 
        crystal_31_8  |               mucal  |    crystal volume (h:31, v:8)  |                        58.5*mm -240.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 8 
        crystal_31_9  |               mucal  |    crystal volume (h:31, v:9)  |                        58.5*mm -227.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 31 iv manual 9 
       crystal_31_10  |               mucal  |   crystal volume (h:31, v:10)  |                        58.5*mm -214.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 10 
       crystal_31_11  |               mucal  |   crystal volume (h:31, v:11)  |                        58.5*mm -201.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 11 
       crystal_31_12  |               mucal  |   crystal volume (h:31, v:12)  |                        58.5*mm -188.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 12 
       crystal_31_13  |               mucal  |   crystal volume (h:31, v:13)  |                        58.5*mm -175.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 13 
       crystal_31_14  |               mucal  |   crystal volume (h:31, v:14)  |                        58.5*mm -162.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 14 
       crystal_31_15  |               mucal  |   crystal volume (h:31, v:15)  |                        58.5*mm -149.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 15 
       crystal_31_16  |               mucal  |   crystal volume (h:31, v:16)  |                        58.5*mm -136.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 16 
       crystal_31_17  |               mucal  |   crystal volume (h:31, v:17)  |                        58.5*mm -123.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 17 
       crystal_31_18  |               mucal  |   crystal volume (h:31, v:18)  |                        58.5*mm -110.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 18 
       crystal_31_19  |               mucal  |   crystal volume (h:31, v:19)  |                         58.5*mm -97.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 19 
       crystal_31_20  |               mucal  |   crystal volume (h:31, v:20)  |                         58.5*mm -84.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 20 
       crystal_31_21  |               mucal  |   crystal volume (h:31, v:21)  |                         58.5*mm -71.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 21 
       crystal_31_22  |               mucal  |   crystal volume (h:31, v:22)  |                         58.5*mm -58.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 22 
       crystal_31_31  |               mucal  |   crystal volume (h:31, v:31)  |                          58.5*mm 58.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 31 
       crystal_31_32  |               mucal  |   crystal volume (h:31, v:32)  |                          58.5*mm 71.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 32 
       crystal_31_33  |               mucal  |   crystal volume (h:31, v:33)  |                          58.5*mm 84.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 33 
       crystal_31_34  |               mucal  |   crystal volume (h:31, v:34)  |                          58.5*mm 97.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 34 
       crystal_31_35  |               mucal  |   crystal volume (h:31, v:35)  |                         58.5*mm 110.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 35 
       crystal_31_36  |               mucal  |   crystal volume (h:31, v:36)  |                         58.5*mm 123.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 36 
       crystal_31_37  |               mucal  |   crystal volume (h:31, v:37)  |                         58.5*mm 136.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 37 
       crystal_31_38  |               mucal  |   crystal volume (h:31, v:38)  |                         58.5*mm 149.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 38 
       crystal_31_39  |               mucal  |   crystal volume (h:31, v:39)  |                         58.5*mm 162.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 39 
       crystal_31_40  |               mucal  |   crystal volume (h:31, v:40)  |                         58.5*mm 175.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 40 
       crystal_31_41  |               mucal  |   crystal volume (h:31, v:41)  |                         58.5*mm 188.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 41 
       crystal_31_42  |               mucal  |   crystal volume (h:31, v:42)  |                         58.5*mm 201.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 42 
       crystal_31_43  |               mucal  |   crystal volume (h:31, v:43)  |                         58.5*mm 214.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 43 
       crystal_31_44  |               mucal  |   crystal volume (h:31, v:44)  |                         58.5*mm 227.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 44 
       crystal_31_45  |               mucal  |   crystal volume (h:31, v:45)  |                         58.5*mm 240.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 45 
       crystal_31_46  |               mucal  |   crystal volume (h:31, v:46)  |                         58.5*mm 253.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 46 
       crystal_31_47  |               mucal  |   crystal volume (h:31, v:47)  |                         58.5*mm 266.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 47 
       crystal_31_48  |               mucal  |   crystal volume (h:31, v:48)  |                         58.5*mm 279.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 48 
       crystal_31_49  |               mucal  |   crystal volume (h:31, v:49)  |                         58.5*mm 292.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 49 
       crystal_31_50  |               mucal  |   crystal volume (h:31, v:50)  |                         58.5*mm 305.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 50 
       crystal_31_51  |               mucal  |   crystal volume (h:31, v:51)  |                         58.5*mm 318.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 51 
       crystal_31_52  |               mucal  |   crystal volume (h:31, v:52)  |                         58.5*mm 331.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 31 iv manual 52 
        crystal_32_2  |               mucal  |    crystal volume (h:32, v:2)  |                        71.5*mm -318.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 2 
        crystal_32_3  |               mucal  |    crystal volume (h:32, v:3)  |                        71.5*mm -305.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 3 
        crystal_32_4  |               mucal  |    crystal volume (h:32, v:4)  |                        71.5*mm -292.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 4 
        crystal_32_5  |               mucal  |    crystal volume (h:32, v:5)  |                        71.5*mm -279.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 5 
        crystal_32_6  |               mucal  |    crystal volume (h:32, v:6)  |                        71.5*mm -266.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 6 
        crystal_32_7  |               mucal  |    crystal volume (h:32, v:7)  |                        71.5*mm -253.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 7 
        crystal_32_8  |               mucal  |    crystal volume (h:32, v:8)  |                        71.5*mm -240.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 8 
        crystal_32_9  |               mucal  |    crystal volume (h:32, v:9)  |                        71.5*mm -227.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |                ih manual 32 iv manual 9 
       crystal_32_10  |               mucal  |   crystal volume (h:32, v:10)  |                        71.5*mm -214.5*mm 700.1*mm  |                                   0 0 0  | 838EDE   |                 Box  |                                        6.5*mm 6.5*mm 100*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   0   |              ft_cal  |              ft_cal  |               ih manual 32 iv manual 10 
