                 cnd  |                root  |      Central Neutron Detector  |                    0*cm 0*cm 0.529000000000002*cm  |                                   0 0 0  | 33bb99   |                Tube  |                   28.95*cm 38.56*cm 39.578*cm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
       CND_S23_L3_C2  |                 cnd  |Central Neutron Detector, S 23, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                    0*deg 0*deg -240*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    23   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 23 layer manual 3 component manual 2 
       CND_S24_L1_C1  |                 cnd  |Central Neutron Detector, S 24, L 1, C 1  |                               0*cm 0*cm -6.242*cm  |                    0*deg 0*deg -255*deg  | 33dd66   |       G4GenericTrap  |33.286*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm -3.61619663791845*cm 29*cm -4.01115413068064*cm 32*cm -0.025*cm 32*cm -0.025*cm 29*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 1 
       CND_S24_L1_C2  |                 cnd  |Central Neutron Detector, S 24, L 1, C 2  |                               0*cm 0*cm -6.242*cm  |                    0*deg 0*deg -255*deg  | 33dd66   |       G4GenericTrap  |33.286*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm 0.025*cm 29*cm 0.025*cm 32*cm 4.01115413068064*cm 32*cm 3.61619663791845*cm 29*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 1 component manual 2 
       CND_S24_L2_C1  |                 cnd  |Central Neutron Detector, S 24, L 2, C 1  |                               0*cm 0*cm -3.728*cm  |                    0*deg 0*deg -255*deg  | 239a47   |       G4GenericTrap  |35*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm -4.02431938043938*cm 32.1*cm -4.41927687320156*cm 35.1*cm -0.025*cm 35.1*cm -0.025*cm 32.1*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 1 
       CND_S24_L2_C2  |                 cnd  |Central Neutron Detector, S 24, L 2, C 2  |                               0*cm 0*cm -3.728*cm  |                    0*deg 0*deg -255*deg  | 239a47   |       G4GenericTrap  |35*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm 0.025*cm 32.1*cm 0.025*cm 35.1*cm 4.41927687320156*cm 35.1*cm 4.02431938043938*cm 32.1*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 2 component manual 2 
       CND_S24_L3_C1  |                 cnd  |Central Neutron Detector, S 24, L 3, C 1  |                               0*cm 0*cm -2.014*cm  |                    0*deg 0*deg -255*deg  | 145828   |       G4GenericTrap  |36.714*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm -4.4324421229603*cm 35.2*cm -4.82739961572249*cm 38.2*cm -0.025*cm 38.2*cm -0.025*cm 35.2*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 1 
       CND_S24_L3_C2  |                 cnd  |Central Neutron Detector, S 24, L 3, C 2  |                               0*cm 0*cm -2.014*cm  |                    0*deg 0*deg -255*deg  | 145828   |       G4GenericTrap  |36.714*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm 0.025*cm 35.2*cm 0.025*cm 38.2*cm 4.82739961572249*cm 38.2*cm 4.4324421229603*cm 35.2*cm  |       ScintillatorB  |                  no  |    24   |     1   |     1   |   1   |   1   |                 cnd  |                 cnd  |sector manual 24 layer manual 3 component manual 2 
   CND_S1_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 1, U-Turn 1  |      30.50000000000*cm 0.00000000000*cm 27.044*cm  |                   270*deg 270*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 1 u-turn manual 1 
   CND_S1_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 2, U-Turn 1  |      33.60000000000*cm 0.00000000000*cm 31.272*cm  |                   270*deg 270*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 2 u-turn manual 1 
   CND_S1_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 1, L 3, U-Turn 1  |        36.70000000000*cm 0.00000000000*cm 34.7*cm  |                   270*deg 270*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 1 layer manual 3 u-turn manual 1 
   CND_S2_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 1, U-Turn 1  |      29.46073770182*cm 7.89398087563*cm 27.044*cm  |                   270*deg 255*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 1 u-turn manual 1 
   CND_S2_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 2, U-Turn 1  |      32.45510776331*cm 8.69631991544*cm 31.272*cm  |                   270*deg 255*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 2 u-turn manual 1 
   CND_S2_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 2, L 3, U-Turn 1  |        35.44947782481*cm 9.49865895526*cm 34.7*cm  |                   270*deg 255*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 2 layer manual 3 u-turn manual 1 
   CND_S3_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 1, U-Turn 1  |     26.41377481543*cm 15.25000000000*cm 27.044*cm  |                   270*deg 240*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 1 u-turn manual 1 
   CND_S3_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 2, U-Turn 1  |     29.09845356716*cm 16.80000000000*cm 31.272*cm  |                   270*deg 240*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 2 u-turn manual 1 
   CND_S3_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 3, L 3, U-Turn 1  |       31.78313231889*cm 18.35000000000*cm 34.7*cm  |                   270*deg 240*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 3 layer manual 3 u-turn manual 1 
   CND_S4_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 1, U-Turn 1  |     21.56675682619*cm 21.56675682619*cm 27.044*cm  |                   270*deg 225*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 1 u-turn manual 1 
   CND_S4_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 2, U-Turn 1  |     23.75878784787*cm 23.75878784787*cm 31.272*cm  |                   270*deg 225*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 2 u-turn manual 1 
   CND_S4_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 4, L 3, U-Turn 1  |       25.95081886955*cm 25.95081886955*cm 34.7*cm  |                   270*deg 225*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 4 layer manual 3 u-turn manual 1 
   CND_S5_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 1, U-Turn 1  |     15.25000000000*cm 26.41377481543*cm 27.044*cm  |                   270*deg 210*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 1 u-turn manual 1 
   CND_S5_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 2, U-Turn 1  |     16.80000000000*cm 29.09845356716*cm 31.272*cm  |                   270*deg 210*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 2 u-turn manual 1 
   CND_S5_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 5, L 3, U-Turn 1  |       18.35000000000*cm 31.78313231889*cm 34.7*cm  |                   270*deg 210*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 5 layer manual 3 u-turn manual 1 
   CND_S6_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 1, U-Turn 1  |      7.89398087563*cm 29.46073770182*cm 27.044*cm  |                   270*deg 195*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 1 u-turn manual 1 
   CND_S6_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 2, U-Turn 1  |      8.69631991544*cm 32.45510776331*cm 31.272*cm  |                   270*deg 195*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 2 u-turn manual 1 
   CND_S6_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 6, L 3, U-Turn 1  |        9.49865895526*cm 35.44947782481*cm 34.7*cm  |                   270*deg 195*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 6 layer manual 3 u-turn manual 1 
   CND_S7_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 1, U-Turn 1  |      0.00000000000*cm 30.50000000000*cm 27.044*cm  |                   270*deg 180*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 1 u-turn manual 1 
   CND_S7_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 2, U-Turn 1  |      0.00000000000*cm 33.60000000000*cm 31.272*cm  |                   270*deg 180*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 2 u-turn manual 1 
   CND_S7_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 7, L 3, U-Turn 1  |        0.00000000000*cm 36.70000000000*cm 34.7*cm  |                   270*deg 180*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 7 layer manual 3 u-turn manual 1 
   CND_S8_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 1, U-Turn 1  |     -7.89398087563*cm 29.46073770182*cm 27.044*cm  |                   270*deg 165*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 1 u-turn manual 1 
   CND_S8_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 2, U-Turn 1  |     -8.69631991544*cm 32.45510776331*cm 31.272*cm  |                   270*deg 165*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 2 u-turn manual 1 
   CND_S8_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 8, L 3, U-Turn 1  |       -9.49865895526*cm 35.44947782481*cm 34.7*cm  |                   270*deg 165*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 8 layer manual 3 u-turn manual 1 
   CND_S9_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 1, U-Turn 1  |    -15.25000000000*cm 26.41377481543*cm 27.044*cm  |                   270*deg 150*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 1 u-turn manual 1 
   CND_S9_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 2, U-Turn 1  |    -16.80000000000*cm 29.09845356716*cm 31.272*cm  |                   270*deg 150*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 2 u-turn manual 1 
   CND_S9_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 9, L 3, U-Turn 1  |      -18.35000000000*cm 31.78313231889*cm 34.7*cm  |                   270*deg 150*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 9 layer manual 3 u-turn manual 1 
  CND_S10_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 1, U-Turn 1  |    -21.56675682619*cm 21.56675682619*cm 27.044*cm  |                   270*deg 135*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 1 u-turn manual 1 
  CND_S10_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 2, U-Turn 1  |    -23.75878784787*cm 23.75878784787*cm 31.272*cm  |                   270*deg 135*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 2 u-turn manual 1 
  CND_S10_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 10, L 3, U-Turn 1  |      -25.95081886955*cm 25.95081886955*cm 34.7*cm  |                   270*deg 135*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 10 layer manual 3 u-turn manual 1 
  CND_S11_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 1, U-Turn 1  |    -26.41377481543*cm 15.25000000000*cm 27.044*cm  |                   270*deg 120*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 1 u-turn manual 1 
  CND_S11_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 2, U-Turn 1  |    -29.09845356716*cm 16.80000000000*cm 31.272*cm  |                   270*deg 120*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 2 u-turn manual 1 
  CND_S11_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 11, L 3, U-Turn 1  |      -31.78313231889*cm 18.35000000000*cm 34.7*cm  |                   270*deg 120*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 11 layer manual 3 u-turn manual 1 
  CND_S12_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 1, U-Turn 1  |     -29.46073770182*cm 7.89398087563*cm 27.044*cm  |                   270*deg 105*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 1 u-turn manual 1 
  CND_S12_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 2, U-Turn 1  |     -32.45510776331*cm 8.69631991544*cm 31.272*cm  |                   270*deg 105*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 2 u-turn manual 1 
  CND_S12_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 12, L 3, U-Turn 1  |       -35.44947782481*cm 9.49865895526*cm 34.7*cm  |                   270*deg 105*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 12 layer manual 3 u-turn manual 1 
  CND_S13_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 1, U-Turn 1  |     -30.50000000000*cm 0.00000000000*cm 27.044*cm  |                    270*deg 90*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 1 u-turn manual 1 
  CND_S13_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 2, U-Turn 1  |     -33.60000000000*cm 0.00000000000*cm 31.272*cm  |                    270*deg 90*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 2 u-turn manual 1 
  CND_S13_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 13, L 3, U-Turn 1  |       -36.70000000000*cm 0.00000000000*cm 34.7*cm  |                    270*deg 90*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 13 layer manual 3 u-turn manual 1 
  CND_S14_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 1, U-Turn 1  |    -29.46073770182*cm -7.89398087563*cm 27.044*cm  |                    270*deg 75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 1 u-turn manual 1 
  CND_S14_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 2, U-Turn 1  |    -32.45510776331*cm -8.69631991544*cm 31.272*cm  |                    270*deg 75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 2 u-turn manual 1 
  CND_S14_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 14, L 3, U-Turn 1  |      -35.44947782481*cm -9.49865895526*cm 34.7*cm  |                    270*deg 75*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 14 layer manual 3 u-turn manual 1 
  CND_S15_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 1, U-Turn 1  |   -26.41377481543*cm -15.25000000000*cm 27.044*cm  |                    270*deg 60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 1 u-turn manual 1 
  CND_S15_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 2, U-Turn 1  |   -29.09845356716*cm -16.80000000000*cm 31.272*cm  |                    270*deg 60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 2 u-turn manual 1 
  CND_S15_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 15, L 3, U-Turn 1  |     -31.78313231889*cm -18.35000000000*cm 34.7*cm  |                    270*deg 60*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 15 layer manual 3 u-turn manual 1 
  CND_S16_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 1, U-Turn 1  |   -21.56675682619*cm -21.56675682619*cm 27.044*cm  |                    270*deg 45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 1 u-turn manual 1 
  CND_S16_L2_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 2, U-Turn 1  |   -23.75878784787*cm -23.75878784787*cm 31.272*cm  |                    270*deg 45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.02431938043938*cm 0*cm 4.41927687320156*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 2 u-turn manual 1 
  CND_S16_L3_U-Turn1  |                 cnd  |Central Neutron Detector, S 16, L 3, U-Turn 1  |     -25.95081886955*cm -25.95081886955*cm 34.7*cm  |                    270*deg 45*deg 0*deg  | 3c78ff   |                Cons  |0*cm 4.4324421229603*cm 0*cm 4.82739961572249*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 16 layer manual 3 u-turn manual 1 
  CND_S17_L1_U-Turn1  |                 cnd  |Central Neutron Detector, S 17, L 1, U-Turn 1  |   -15.25000000000*cm -26.41377481543*cm 27.044*cm  |                    270*deg 30*deg 0*deg  | 3c78ff   |                Cons  |0*cm 3.61619663791845*cm 0*cm 4.01115413068064*cm 1.5*cm 0*deg 180.*deg  |       G4_PLEXIGLASS  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |sector manual 17 layer manual 1 u-turn manual 1 
