           pcal_s1 |       fc | 207.191572*cm -1.54*cm 689.1902143*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 14.9118*cm 0*rad 0*rad 192.6750353*cm 0.000001*cm 197.15*cm 0*rad 192.6750353*cm 0.000001*cm 197.15*cm 0*rad  | 
V-view_single_strip_3_2_s2 | V-view-scintillator_8_s2 | -17.2408498*cm 164.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad  | 
V-view_single_strip_3_3_s2 | V-view-scintillator_8_s2 | -16.768637*cm 159.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad  | 
V-view_single_strip_3_4_s2 | V-view-scintillator_8_s2 | -16.2964242*cm 155.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad  | 
V-view_single_strip_3_5_s2 | V-view-scintillator_8_s2 | -15.8242114*cm 150.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad  | 
V-view_single_strip_3_6_s2 | V-view-scintillator_8_s2 | -15.3519986*cm 146.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 19.3462481*cm 16.602592*cm -0.1045535*rad 2.225*cm 19.3462481*cm 16.602592*cm -0.1045535*rad  | 
V-view_single_strip_3_7_s2 | V-view-scintillator_8_s2 | -14.8797858*cm 141.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 22.1207317*cm 19.3770757*cm -0.1045535*rad 2.225*cm 22.1207317*cm 19.3770757*cm -0.1045535*rad  | 
V-view_single_strip_3_8_s2 | V-view-scintillator_8_s2 | -14.407573*cm 137.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 24.8952153*cm 22.1515593*cm -0.1045535*rad 2.225*cm 24.8952153*cm 22.1515593*cm -0.1045535*rad  | 
V-view_single_strip_3_9_s2 | V-view-scintillator_8_s2 | -13.9353602*cm 132.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 27.669699*cm 24.9260429*cm -0.1045535*rad 2.225*cm 27.669699*cm 24.9260429*cm -0.1045535*rad  | 
V-view_single_strip_3_10_s2 | V-view-scintillator_8_s2 | -13.4631474*cm 128.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 30.4441826*cm 27.7005266*cm -0.1045535*rad 2.225*cm 30.4441826*cm 27.7005266*cm -0.1045535*rad  | 
V-view_single_strip_3_11_s2 | V-view-scintillator_8_s2 | -12.9909346*cm 123.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 33.2186662*cm 30.4750102*cm -0.1045535*rad 2.225*cm 33.2186662*cm 30.4750102*cm -0.1045535*rad  | 
V-view_single_strip_3_12_s2 | V-view-scintillator_8_s2 | -12.5187218*cm 119.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 35.9931499*cm 33.2494938*cm -0.1045535*rad 2.225*cm 35.9931499*cm 33.2494938*cm -0.1045535*rad  | 
V-view_single_strip_3_13_s2 | V-view-scintillator_8_s2 | -12.046509*cm 114.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 38.7676335*cm 36.0239775*cm -0.1045535*rad 2.225*cm 38.7676335*cm 36.0239775*cm -0.1045535*rad  | 
V-view_single_strip_3_14_s2 | V-view-scintillator_8_s2 | -11.5742962*cm 110.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 41.5421171*cm 38.7984611*cm -0.1045535*rad 2.225*cm 41.5421171*cm 38.7984611*cm -0.1045535*rad  | 
V-view_single_strip_3_15_s2 | V-view-scintillator_8_s2 | -11.1020834*cm 105.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 44.3166008*cm 41.5729447*cm -0.1045535*rad 2.225*cm 44.3166008*cm 41.5729447*cm -0.1045535*rad  | 
V-view_single_strip_3_16_s2 | V-view-scintillator_8_s2 | -10.6298706*cm 101.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 47.0910844*cm 44.3474284*cm -0.1045535*rad 2.225*cm 47.0910844*cm 44.3474284*cm -0.1045535*rad  | 
V-view_single_strip_3_17_s2 | V-view-scintillator_8_s2 | -10.1576578*cm 96.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 49.865568*cm 47.121912*cm -0.1045535*rad 2.225*cm 49.865568*cm 47.121912*cm -0.1045535*rad  | 
V-view_single_strip_3_18_s2 | V-view-scintillator_8_s2 | -9.6854449*cm 92.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 52.6400517*cm 49.8963956*cm -0.1045535*rad 2.225*cm 52.6400517*cm 49.8963956*cm -0.1045535*rad  | 
V-view_single_strip_3_19_s2 | V-view-scintillator_8_s2 | -9.2132321*cm 87.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 55.4145353*cm 52.6708793*cm -0.1045535*rad 2.225*cm 55.4145353*cm 52.6708793*cm -0.1045535*rad  | 
V-view_single_strip_3_20_s2 | V-view-scintillator_8_s2 | -8.7410193*cm 83.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 58.189019*cm 55.4453629*cm -0.1045535*rad 2.225*cm 58.189019*cm 55.4453629*cm -0.1045535*rad  | 
V-view_single_strip_3_21_s2 | V-view-scintillator_8_s2 | -8.2688065*cm 78.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 60.9635026*cm 58.2198466*cm -0.1045535*rad 2.225*cm 60.9635026*cm 58.2198466*cm -0.1045535*rad  | 
V-view_single_strip_3_22_s2 | V-view-scintillator_8_s2 | -7.7965937*cm 74.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 63.7379862*cm 60.9943302*cm -0.1045535*rad 2.225*cm 63.7379862*cm 60.9943302*cm -0.1045535*rad  | 
V-view_single_strip_3_23_s2 | V-view-scintillator_8_s2 | -7.3243809*cm 69.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 66.5124699*cm 63.7688138*cm -0.1045535*rad 2.225*cm 66.5124699*cm 63.7688138*cm -0.1045535*rad  | 
V-view_single_strip_3_24_s2 | V-view-scintillator_8_s2 | -6.8521681*cm 65.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 69.2869535*cm 66.5432975*cm -0.1045535*rad 2.225*cm 69.2869535*cm 66.5432975*cm -0.1045535*rad  | 
V-view_single_strip_3_25_s2 | V-view-scintillator_8_s2 | -6.3799553*cm 60.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 72.0614371*cm 69.3177811*cm -0.1045535*rad 2.225*cm 72.0614371*cm 69.3177811*cm -0.1045535*rad  | 
V-view_single_strip_3_26_s2 | V-view-scintillator_8_s2 | -5.9077425*cm 56.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 74.8359208*cm 72.0922647*cm -0.1045535*rad 2.225*cm 74.8359208*cm 72.0922647*cm -0.1045535*rad  | 
V-view_single_strip_3_27_s2 | V-view-scintillator_8_s2 | -5.4355297*cm 51.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 77.6104044*cm 74.8667484*cm -0.1045535*rad 2.225*cm 77.6104044*cm 74.8667484*cm -0.1045535*rad  | 
V-view_single_strip_3_28_s2 | V-view-scintillator_8_s2 | -4.9633169*cm 47.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 80.384888*cm 77.641232*cm -0.1045535*rad 2.225*cm 80.384888*cm 77.641232*cm -0.1045535*rad  | 
V-view_single_strip_3_29_s2 | V-view-scintillator_8_s2 | -4.4911041*cm 42.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 83.1593717*cm 80.4157156*cm -0.1045535*rad 2.225*cm 83.1593717*cm 80.4157156*cm -0.1045535*rad  | 
V-view_single_strip_3_30_s2 | V-view-scintillator_8_s2 | -4.0188913*cm 38.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 85.9338553*cm 83.1901993*cm -0.1045535*rad 2.225*cm 85.9338553*cm 83.1901993*cm -0.1045535*rad  | 
V-view_single_strip_3_31_s2 | V-view-scintillator_8_s2 | -3.5466785*cm 33.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 88.708339*cm 85.9646829*cm -0.1045535*rad 2.225*cm 88.708339*cm 85.9646829*cm -0.1045535*rad  |   33   2   8  16
V-view_single_strip_3_32_s2 | V-view-scintillator_8_s2 | -3.0744657*cm 29.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 91.4828226*cm 88.7391665*cm -0.1045535*rad 2.225*cm 91.4828226*cm 88.7391665*cm -0.1045535*rad  |   33   2   8  17
V-view_single_strip_3_33_s2 | V-view-scintillator_8_s2 | -2.6022529*cm 24.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 94.2573062*cm 91.5136502*cm -0.1045535*rad 2.225*cm 94.2573062*cm 91.5136502*cm -0.1045535*rad  |   33   2   8  18
V-view_single_strip_3_34_s2 | V-view-scintillator_8_s2 | -2.1300401*cm 20.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 97.0317899*cm 94.2881338*cm -0.1045535*rad 2.225*cm 97.0317899*cm 94.2881338*cm -0.1045535*rad  |   33   2   8  19
V-view_single_strip_3_35_s2 | V-view-scintillator_8_s2 | -1.6578273*cm 15.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 99.8062735*cm 97.0626175*cm -0.1045535*rad 2.225*cm 99.8062735*cm 97.0626175*cm -0.1045535*rad  |   33   2   8  20
V-view_single_strip_3_36_s2 | V-view-scintillator_8_s2 | -1.1856144*cm 11.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 102.5807571*cm 99.8371011*cm -0.1045535*rad 2.225*cm 102.5807571*cm 99.8371011*cm -0.1045535*rad  |   33   2   8  21
V-view_single_strip_3_37_s2 | V-view-scintillator_8_s2 | -0.7134016*cm 6.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 105.3552408*cm 102.6115847*cm -0.1045535*rad 2.225*cm 105.3552408*cm 102.6115847*cm -0.1045535*rad  |   33   2   8  22
V-view_single_strip_3_38_s2 | V-view-scintillator_8_s2 | -0.2411888*cm 2.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 108.1297244*cm 105.3860684*cm -0.1045535*rad 2.225*cm 108.1297244*cm 105.3860684*cm -0.1045535*rad  |   33   2   8  23
V-view_single_strip_3_39_s2 | V-view-scintillator_8_s2 | 0.231024*cm -2.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 110.904208*cm 108.160552*cm -0.1045535*rad 2.225*cm 110.904208*cm 108.160552*cm -0.1045535*rad  |   33   2   8  24
V-view_single_strip_3_40_s2 | V-view-scintillator_8_s2 | 0.7032368*cm -6.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 113.6786917*cm 110.9350356*cm -0.1045535*rad 2.225*cm 113.6786917*cm 110.9350356*cm -0.1045535*rad  |   33   2   8  25
V-view_single_strip_3_41_s2 | V-view-scintillator_8_s2 | 1.1754496*cm -11.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 116.4531753*cm 113.7095193*cm -0.1045535*rad 2.225*cm 116.4531753*cm 113.7095193*cm -0.1045535*rad  |   33   2   8  26
V-view_single_strip_3_42_s2 | V-view-scintillator_8_s2 | 1.6476624*cm -15.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 119.2276589*cm 116.4840029*cm -0.1045535*rad 2.225*cm 119.2276589*cm 116.4840029*cm -0.1045535*rad  |   33   2   8  27
V-view_single_strip_3_43_s2 | V-view-scintillator_8_s2 | 2.1198752*cm -20.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 122.0021426*cm 119.2584865*cm -0.1045535*rad 2.225*cm 122.0021426*cm 119.2584865*cm -0.1045535*rad  |   33   2   8  28
V-view_single_strip_3_44_s2 | V-view-scintillator_8_s2 | 2.592088*cm -24.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 124.7766262*cm 122.0329702*cm -0.1045535*rad 2.225*cm 124.7766262*cm 122.0329702*cm -0.1045535*rad  |   33   2   8  29
V-view_single_strip_3_45_s2 | V-view-scintillator_8_s2 | 3.0643008*cm -29.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 127.5511099*cm 124.8074538*cm -0.1045535*rad 2.225*cm 127.5511099*cm 124.8074538*cm -0.1045535*rad  |   33   2   8  30
V-view_single_strip_3_46_s2 | V-view-scintillator_8_s2 | 3.5365136*cm -33.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 130.3255935*cm 127.5819374*cm -0.1045535*rad 2.225*cm 130.3255935*cm 127.5819374*cm -0.1045535*rad  |   33   2   8  31
V-view_single_strip_3_47_s2 | V-view-scintillator_8_s2 | 4.0087264*cm -38.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 133.1000771*cm 130.3564211*cm -0.1045535*rad 2.225*cm 133.1000771*cm 130.3564211*cm -0.1045535*rad  |   33   2   8  32
V-view_single_strip_3_48_s2 | V-view-scintillator_8_s2 | 4.4809392*cm -42.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 135.8745608*cm 133.1309047*cm -0.1045535*rad 2.225*cm 135.8745608*cm 133.1309047*cm -0.1045535*rad  |   33   2   8  33
V-view_single_strip_3_49_s2 | V-view-scintillator_8_s2 | 4.953152*cm -47.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 138.6490444*cm 135.9053884*cm -0.1045535*rad 2.225*cm 138.6490444*cm 135.9053884*cm -0.1045535*rad  |   33   2   8  34
V-view_single_strip_3_50_s2 | V-view-scintillator_8_s2 | 5.4253648*cm -51.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 141.423528*cm 138.679872*cm -0.1045535*rad 2.225*cm 141.423528*cm 138.679872*cm -0.1045535*rad  |   33   2   8  35
V-view_single_strip_3_51_s2 | V-view-scintillator_8_s2 | 5.8975776*cm -56.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 144.1980117*cm 141.4543556*cm -0.1045535*rad 2.225*cm 144.1980117*cm 141.4543556*cm -0.1045535*rad  |   33   2   8  36
V-view_single_strip_3_52_s2 | V-view-scintillator_8_s2 | 6.3697904*cm -60.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 146.9724953*cm 144.2288393*cm -0.1045535*rad 2.225*cm 146.9724953*cm 144.2288393*cm -0.1045535*rad  |   33   2   8  37
V-view_single_strip_3_53_s2 | V-view-scintillator_8_s2 | 6.8420032*cm -65.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 149.7469789*cm 147.0033229*cm -0.1045535*rad 2.225*cm 149.7469789*cm 147.0033229*cm -0.1045535*rad  |   33   2   8  38
V-view_single_strip_3_54_s2 | V-view-scintillator_8_s2 | 7.3142161*cm -69.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 152.5214626*cm 149.7778065*cm -0.1045535*rad 2.225*cm 152.5214626*cm 149.7778065*cm -0.1045535*rad  |   33   2   8  39
V-view_single_strip_3_55_s2 | V-view-scintillator_8_s2 | 7.7864289*cm -74.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 155.2959462*cm 152.5522902*cm -0.1045535*rad 2.225*cm 155.2959462*cm 152.5522902*cm -0.1045535*rad  |   33   2   8  40
V-view_single_strip_3_56_s2 | V-view-scintillator_8_s2 | 8.2586417*cm -78.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 158.0704298*cm 155.3267738*cm -0.1045535*rad 2.225*cm 158.0704298*cm 155.3267738*cm -0.1045535*rad  |   33   2   8  41
V-view_single_strip_3_57_s2 | V-view-scintillator_8_s2 | 8.7308545*cm -83.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 160.8449135*cm 158.1012574*cm -0.1045535*rad 2.225*cm 160.8449135*cm 158.1012574*cm -0.1045535*rad  |   33   2   8  42
V-view_single_strip_3_58_s2 | V-view-scintillator_8_s2 | 9.2030673*cm -87.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 163.6193971*cm 160.8757411*cm -0.1045535*rad 2.225*cm 163.6193971*cm 160.8757411*cm -0.1045535*rad  |   33   2   8  43
V-view_single_strip_3_59_s2 | V-view-scintillator_8_s2 | 9.6752801*cm -92.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 166.3938808*cm 163.6502247*cm -0.1045535*rad 2.225*cm 166.3938808*cm 163.6502247*cm -0.1045535*rad  |   33   2   8  44
V-view_single_strip_3_60_s2 | V-view-scintillator_8_s2 | 10.1474929*cm -96.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 169.1683644*cm 166.4247084*cm -0.1045535*rad 2.225*cm 169.1683644*cm 166.4247084*cm -0.1045535*rad  |   33   2   8  45
V-view_single_strip_3_61_s2 | V-view-scintillator_8_s2 | 10.6197057*cm -101.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 171.942848*cm 169.199192*cm -0.1045535*rad 2.225*cm 171.942848*cm 169.199192*cm -0.1045535*rad  |   33   2   8  46
V-view_single_strip_3_62_s2 | V-view-scintillator_8_s2 | 11.0919185*cm -105.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 174.7173317*cm 171.9736756*cm -0.1045535*rad 2.225*cm 174.7173317*cm 171.9736756*cm -0.1045535*rad  |   33   2   8  47
V-view_single_strip_3_63_s2 | V-view-scintillator_8_s2 | 11.5641313*cm -110.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 177.4918153*cm 174.7481593*cm -0.1045535*rad 2.225*cm 177.4918153*cm 174.7481593*cm -0.1045535*rad  |   33   2   8  48
V-view_single_strip_3_64_s2 | V-view-scintillator_8_s2 | 12.0363441*cm -114.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 180.2662989*cm 177.5226429*cm -0.1045535*rad 2.225*cm 180.2662989*cm 177.5226429*cm -0.1045535*rad  |   33   2   8  49
V-view_single_strip_3_65_s2 | V-view-scintillator_8_s2 | 12.5085569*cm -119.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 183.0407826*cm 180.2971265*cm -0.1045535*rad 2.225*cm 183.0407826*cm 180.2971265*cm -0.1045535*rad  |   33   2   8  50
V-view_single_strip_3_66_s2 | V-view-scintillator_8_s2 | 12.9807697*cm -123.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 185.8152662*cm 183.0716102*cm -0.1045535*rad 2.225*cm 185.8152662*cm 183.0716102*cm -0.1045535*rad  |   33   2   8  51
V-view_single_strip_3_67_s2 | V-view-scintillator_8_s2 | 13.4529825*cm -128.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 188.5897498*cm 185.8460938*cm -0.1045535*rad 2.225*cm 188.5897498*cm 185.8460938*cm -0.1045535*rad  |   33   2   8  52
V-view_single_strip_3_68_s2 | V-view-scintillator_8_s2 | 13.9251953*cm -132.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 191.3642335*cm 188.6205774*cm -0.1045535*rad 2.225*cm 191.3642335*cm 188.6205774*cm -0.1045535*rad  |   33   2   8  53
V-view_single_strip_3_69_s2 | V-view-scintillator_8_s2 | 14.3974081*cm -137.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 194.1387171*cm 191.3950611*cm -0.1045535*rad 2.225*cm 194.1387171*cm 191.3950611*cm -0.1045535*rad  |   33   2   8  54
V-view_single_strip_3_70_s2 | V-view-scintillator_8_s2 | 14.8696209*cm -141.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 196.9132008*cm 194.1695447*cm -0.1045535*rad 2.225*cm 196.9132008*cm 194.1695447*cm -0.1045535*rad  |   33   2   8  55
V-view_single_strip_3_71_s2 | V-view-scintillator_8_s2 | 15.3418338*cm -146.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 199.6876844*cm 196.9440283*cm -0.1045535*rad 2.225*cm 199.6876844*cm 196.9440283*cm -0.1045535*rad  |   33   2   8  56
V-view_single_strip_3_72_s2 | V-view-scintillator_8_s2 | 15.8140466*cm -150.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 202.462168*cm 199.718512*cm -0.1045535*rad 2.225*cm 202.462168*cm 199.718512*cm -0.1045535*rad  |   33   2   8  57
V-view_single_strip_3_73_s2 | V-view-scintillator_8_s2 | 16.2862594*cm -155.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 205.2366517*cm 202.4929956*cm -0.1045535*rad 2.225*cm 205.2366517*cm 202.4929956*cm -0.1045535*rad  |   33   2   8  58
V-view_single_strip_3_74_s2 | V-view-scintillator_8_s2 | 16.7584722*cm -159.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 208.0111353*cm 205.2674793*cm -0.1045535*rad 2.225*cm 208.0111353*cm 205.2674793*cm -0.1045535*rad  |   33   2   8  59
V-view_single_strip_3_75_s2 | V-view-scintillator_8_s2 | 17.230685*cm -164.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 210.7856189*cm 208.0419629*cm -0.1045535*rad 2.225*cm 210.7856189*cm 208.0419629*cm -0.1045535*rad  |   33   2   8  60
V-view_single_strip_3_76_s2 | V-view-scintillator_8_s2 | 17.7028978*cm -168.7015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 213.5601026*cm 210.8164465*cm -0.1045535*rad 2.225*cm 213.5601026*cm 210.8164465*cm -0.1045535*rad  |   33   2   8  61
V-view_single_strip_3_77_s2 | V-view-scintillator_8_s2 | 18.1751106*cm -173.2015664*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 216.3345862*cm 213.5909302*cm -0.1045535*rad 2.225*cm 216.3345862*cm 213.5909302*cm -0.1045535*rad  |   33   2   8  62
PCAL_Lead_Layer_8_s2 |  pcal_s2 | 0*cm 0*cm 0.6326*cm | 0 0 0 |   G4Trap | 0.1075*cm 0*rad 0*rad 192.6250353*cm 0.000001*cm 197.100001*cm 0*rad 192.6250353*cm 0.000001*cm 197.100001*cm 0*rad  | 
W-view-scintillator_9_s2 |  pcal_s2 | 49.2508325*cm 96.3219652*cm 1.2652*cm | ordered: zyx 62.905*deg 0*deg 0*deg |   G4Trap | 0.525*cm 0*rad 0*rad 175.4515664*cm 216.350001*cm 0.000002*cm -0.1045535*rad 175.4515664*cm 216.350001*cm 0.000002*cm -0.1045535*rad  | 
W-view_single_strip_3_0_s2 | W-view-scintillator_9_s2 | -18.180193*cm 173.25*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.1765664*cm 2.6993462*cm 0.0154138*cm -0.1045535*rad 2.1765664*cm 2.6993462*cm 0.0154138*cm -0.1045535*rad  | 
W-view_single_strip_3_1_s2 | W-view-scintillator_9_s2 | -17.7130626*cm 168.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 5.4738299*cm 2.7301738*cm -0.1045535*rad 2.225*cm 5.4738299*cm 2.7301738*cm -0.1045535*rad  | 
W-view_single_strip_3_2_s2 | W-view-scintillator_9_s2 | -17.2408498*cm 164.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad 2.225*cm 8.2483135*cm 5.5046575*cm -0.1045535*rad  | 
W-view_single_strip_3_3_s2 | W-view-scintillator_9_s2 | -16.768637*cm 159.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad 2.225*cm 11.0227971*cm 8.2791411*cm -0.1045535*rad  | 
W-view_single_strip_3_4_s2 | W-view-scintillator_9_s2 | -16.2964242*cm 155.2984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad 2.225*cm 13.7972808*cm 11.0536247*cm -0.1045535*rad  | 
W-view_single_strip_3_5_s2 | W-view-scintillator_9_s2 | -15.8242114*cm 150.7984336*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad 2.225*cm 16.5717644*cm 13.8281084*cm -0.1045535*rad  | 
