            bst_sl_1  |                root  |                 Super Layer 1  |                                  0*cm 0*cm -50*mm  |                                   0 0 0  | aaaaff   |                Tube  |                            60*mm 75*mm 325*mm 0*deg 360*deg  |              G4_AIR  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment19  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 19  |                   -165.345*mm 0.000*mm 189.844*mm  |                     0*deg 0*deg -90*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment20  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 20  |                 -159.711*mm -42.794*mm 189.844*mm  |                    0*deg 0*deg -105*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment21  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 21  |                 -143.193*mm -82.673*mm 189.844*mm  |                    0*deg 0*deg -120*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment22  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 22  |                -116.917*mm -116.917*mm 189.844*mm  |                    0*deg 0*deg -135*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment23  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 23  |                 -82.673*mm -143.193*mm 189.844*mm  |                    0*deg 0*deg -150*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
wirebond_W_Layer4_Module3_Segment24  |            bst_sl_4  |Barrel Silicon Tracker, Wirebond W, Layer 4,  Module 3, Segment 24  |                 -42.794*mm -159.711*mm 189.844*mm  |                    0*deg 0*deg -165*deg  | a5af9a   |                 Box  |                                    18.375*mm 0.15*mm 1.5*mm  |               G4_Si  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment01  |            bst_sl_4  |   chip V, Layer 4,  Segment 1  |                  -8.000*mm -160.521*mm -42.906*mm  |                     0*deg 0*deg 180*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment02  |            bst_sl_4  |   chip V, Layer 4,  Segment 2  |                  33.818*mm -157.122*mm -42.906*mm  |                     0*deg 0*deg 165*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment03  |            bst_sl_4  |   chip V, Layer 4,  Segment 3  |                  73.332*mm -143.015*mm -42.906*mm  |                     0*deg 0*deg 150*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment04  |            bst_sl_4  |   chip V, Layer 4,  Segment 4  |                 107.849*mm -119.162*mm -42.906*mm  |                     0*deg 0*deg 135*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment05  |            bst_sl_4  |   chip V, Layer 4,  Segment 5  |                  135.015*mm -87.189*mm -42.906*mm  |                     0*deg 0*deg 120*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment06  |            bst_sl_4  |   chip V, Layer 4,  Segment 6  |                  152.981*mm -49.273*mm -42.906*mm  |                     0*deg 0*deg 105*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment07  |            bst_sl_4  |   chip V, Layer 4,  Segment 7  |                   160.521*mm -8.000*mm -42.906*mm  |                      0*deg 0*deg 90*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment08  |            bst_sl_4  |   chip V, Layer 4,  Segment 8  |                   157.122*mm 33.818*mm -42.906*mm  |                      0*deg 0*deg 75*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment09  |            bst_sl_4  |   chip V, Layer 4,  Segment 9  |                   143.015*mm 73.332*mm -42.906*mm  |                      0*deg 0*deg 60*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment10  |            bst_sl_4  |  chip V, Layer 4,  Segment 10  |                  119.162*mm 107.849*mm -42.906*mm  |                      0*deg 0*deg 45*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment11  |            bst_sl_4  |  chip V, Layer 4,  Segment 11  |                   87.189*mm 135.015*mm -42.906*mm  |                      0*deg 0*deg 30*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment12  |            bst_sl_4  |  chip V, Layer 4,  Segment 12  |                   49.273*mm 152.981*mm -42.906*mm  |                      0*deg 0*deg 15*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment13  |            bst_sl_4  |  chip V, Layer 4,  Segment 13  |                    8.000*mm 160.521*mm -42.906*mm  |                       0*deg 0*deg 0*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment14  |            bst_sl_4  |  chip V, Layer 4,  Segment 14  |                  -33.818*mm 157.122*mm -42.906*mm  |                     0*deg 0*deg -15*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment15  |            bst_sl_4  |  chip V, Layer 4,  Segment 15  |                  -73.332*mm 143.015*mm -42.906*mm  |                     0*deg 0*deg -30*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment16  |            bst_sl_4  |  chip V, Layer 4,  Segment 16  |                 -107.849*mm 119.162*mm -42.906*mm  |                     0*deg 0*deg -45*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment17  |            bst_sl_4  |  chip V, Layer 4,  Segment 17  |                  -135.015*mm 87.189*mm -42.906*mm  |                     0*deg 0*deg -60*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment18  |            bst_sl_4  |  chip V, Layer 4,  Segment 18  |                  -152.981*mm 49.273*mm -42.906*mm  |                     0*deg 0*deg -75*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment19  |            bst_sl_4  |  chip V, Layer 4,  Segment 19  |                   -160.521*mm 8.000*mm -42.906*mm  |                     0*deg 0*deg -90*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment20  |            bst_sl_4  |  chip V, Layer 4,  Segment 20  |                 -157.122*mm -33.818*mm -42.906*mm  |                    0*deg 0*deg -105*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment21  |            bst_sl_4  |  chip V, Layer 4,  Segment 21  |                 -143.015*mm -73.332*mm -42.906*mm  |                    0*deg 0*deg -120*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment22  |            bst_sl_4  |  chip V, Layer 4,  Segment 22  |                -119.162*mm -107.849*mm -42.906*mm  |                    0*deg 0*deg -135*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment23  |            bst_sl_4  |  chip V, Layer 4,  Segment 23  |                 -87.189*mm -135.015*mm -42.906*mm  |                    0*deg 0*deg -150*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_1_V_L4_Segment24  |            bst_sl_4  |  chip V, Layer 4,  Segment 24  |                 -49.273*mm -152.981*mm -42.906*mm  |                    0*deg 0*deg -165*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment01  |            bst_sl_4  |   chip V, Layer 4,  Segment 1  |                   8.000*mm -160.521*mm -42.906*mm  |                     0*deg 0*deg 180*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment02  |            bst_sl_4  |   chip V, Layer 4,  Segment 2  |                  49.273*mm -152.981*mm -42.906*mm  |                     0*deg 0*deg 165*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment03  |            bst_sl_4  |   chip V, Layer 4,  Segment 3  |                  87.189*mm -135.015*mm -42.906*mm  |                     0*deg 0*deg 150*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment04  |            bst_sl_4  |   chip V, Layer 4,  Segment 4  |                 119.162*mm -107.849*mm -42.906*mm  |                     0*deg 0*deg 135*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment05  |            bst_sl_4  |   chip V, Layer 4,  Segment 5  |                  143.015*mm -73.332*mm -42.906*mm  |                     0*deg 0*deg 120*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment06  |            bst_sl_4  |   chip V, Layer 4,  Segment 6  |                  157.122*mm -33.818*mm -42.906*mm  |                     0*deg 0*deg 105*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment07  |            bst_sl_4  |   chip V, Layer 4,  Segment 7  |                    160.521*mm 8.000*mm -42.906*mm  |                      0*deg 0*deg 90*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment08  |            bst_sl_4  |   chip V, Layer 4,  Segment 8  |                   152.981*mm 49.273*mm -42.906*mm  |                      0*deg 0*deg 75*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment09  |            bst_sl_4  |   chip V, Layer 4,  Segment 9  |                   135.015*mm 87.189*mm -42.906*mm  |                      0*deg 0*deg 60*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment10  |            bst_sl_4  |  chip V, Layer 4,  Segment 10  |                  107.849*mm 119.162*mm -42.906*mm  |                      0*deg 0*deg 45*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment11  |            bst_sl_4  |  chip V, Layer 4,  Segment 11  |                   73.332*mm 143.015*mm -42.906*mm  |                      0*deg 0*deg 30*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment12  |            bst_sl_4  |  chip V, Layer 4,  Segment 12  |                   33.818*mm 157.122*mm -42.906*mm  |                      0*deg 0*deg 15*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment13  |            bst_sl_4  |  chip V, Layer 4,  Segment 13  |                   -8.000*mm 160.521*mm -42.906*mm  |                       0*deg 0*deg 0*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment14  |            bst_sl_4  |  chip V, Layer 4,  Segment 14  |                  -49.273*mm 152.981*mm -42.906*mm  |                     0*deg 0*deg -15*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment15  |            bst_sl_4  |  chip V, Layer 4,  Segment 15  |                  -87.189*mm 135.015*mm -42.906*mm  |                     0*deg 0*deg -30*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment16  |            bst_sl_4  |  chip V, Layer 4,  Segment 16  |                 -119.162*mm 107.849*mm -42.906*mm  |                     0*deg 0*deg -45*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment17  |            bst_sl_4  |  chip V, Layer 4,  Segment 17  |                  -143.015*mm 73.332*mm -42.906*mm  |                     0*deg 0*deg -60*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment18  |            bst_sl_4  |  chip V, Layer 4,  Segment 18  |                  -157.122*mm 33.818*mm -42.906*mm  |                     0*deg 0*deg -75*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment19  |            bst_sl_4  |  chip V, Layer 4,  Segment 19  |                  -160.521*mm -8.000*mm -42.906*mm  |                     0*deg 0*deg -90*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment20  |            bst_sl_4  |  chip V, Layer 4,  Segment 20  |                 -152.981*mm -49.273*mm -42.906*mm  |                    0*deg 0*deg -105*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment21  |            bst_sl_4  |  chip V, Layer 4,  Segment 21  |                 -135.015*mm -87.189*mm -42.906*mm  |                    0*deg 0*deg -120*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment22  |            bst_sl_4  |  chip V, Layer 4,  Segment 22  |                -107.849*mm -119.162*mm -42.906*mm  |                    0*deg 0*deg -135*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment23  |            bst_sl_4  |  chip V, Layer 4,  Segment 23  |                 -73.332*mm -143.015*mm -42.906*mm  |                    0*deg 0*deg -150*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
chip_2_V_L4_Segment24  |            bst_sl_4  |  chip V, Layer 4,  Segment 24  |                 -33.818*mm -157.122*mm -42.906*mm  |                    0*deg 0*deg -165*deg  | fff600   |                 Box  |                                         4*mm 0.25*mm 2.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment01  |            bst_sl_4  |PC Board V, Layer 4,  Segment 1  |                  -0.000*mm -161.023*mm -56.248*mm  |                     0*deg 0*deg 180*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment02  |            bst_sl_4  |PC Board V, Layer 4,  Segment 2  |                  41.676*mm -155.536*mm -56.248*mm  |                     0*deg 0*deg 165*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment03  |            bst_sl_4  |PC Board V, Layer 4,  Segment 3  |                  80.511*mm -139.450*mm -56.248*mm  |                     0*deg 0*deg 150*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment04  |            bst_sl_4  |PC Board V, Layer 4,  Segment 4  |                 113.860*mm -113.860*mm -56.248*mm  |                     0*deg 0*deg 135*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment05  |            bst_sl_4  |PC Board V, Layer 4,  Segment 5  |                  139.450*mm -80.512*mm -56.248*mm  |                     0*deg 0*deg 120*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment06  |            bst_sl_4  |PC Board V, Layer 4,  Segment 6  |                  155.536*mm -41.676*mm -56.248*mm  |                     0*deg 0*deg 105*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment07  |            bst_sl_4  |PC Board V, Layer 4,  Segment 7  |                   161.023*mm -0.000*mm -56.248*mm  |                      0*deg 0*deg 90*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment08  |            bst_sl_4  |PC Board V, Layer 4,  Segment 8  |                   155.536*mm 41.676*mm -56.248*mm  |                      0*deg 0*deg 75*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment09  |            bst_sl_4  |PC Board V, Layer 4,  Segment 9  |                   139.450*mm 80.511*mm -56.248*mm  |                      0*deg 0*deg 60*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment10  |            bst_sl_4  |PC Board V, Layer 4,  Segment 10  |                  113.860*mm 113.860*mm -56.248*mm  |                      0*deg 0*deg 45*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment11  |            bst_sl_4  |PC Board V, Layer 4,  Segment 11  |                   80.511*mm 139.450*mm -56.248*mm  |                      0*deg 0*deg 30*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment12  |            bst_sl_4  |PC Board V, Layer 4,  Segment 12  |                   41.676*mm 155.536*mm -56.248*mm  |                      0*deg 0*deg 15*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment13  |            bst_sl_4  |PC Board V, Layer 4,  Segment 13  |                    0.000*mm 161.023*mm -56.248*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment14  |            bst_sl_4  |PC Board V, Layer 4,  Segment 14  |                  -41.676*mm 155.536*mm -56.248*mm  |                     0*deg 0*deg -15*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment15  |            bst_sl_4  |PC Board V, Layer 4,  Segment 15  |                  -80.511*mm 139.450*mm -56.248*mm  |                     0*deg 0*deg -30*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment16  |            bst_sl_4  |PC Board V, Layer 4,  Segment 16  |                 -113.860*mm 113.860*mm -56.248*mm  |                     0*deg 0*deg -45*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment17  |            bst_sl_4  |PC Board V, Layer 4,  Segment 17  |                  -139.450*mm 80.511*mm -56.248*mm  |                     0*deg 0*deg -60*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment18  |            bst_sl_4  |PC Board V, Layer 4,  Segment 18  |                  -155.536*mm 41.676*mm -56.248*mm  |                     0*deg 0*deg -75*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment19  |            bst_sl_4  |PC Board V, Layer 4,  Segment 19  |                   -161.023*mm 0.000*mm -56.248*mm  |                     0*deg 0*deg -90*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment20  |            bst_sl_4  |PC Board V, Layer 4,  Segment 20  |                 -155.536*mm -41.676*mm -56.248*mm  |                    0*deg 0*deg -105*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment21  |            bst_sl_4  |PC Board V, Layer 4,  Segment 21  |                 -139.450*mm -80.512*mm -56.248*mm  |                    0*deg 0*deg -120*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment22  |            bst_sl_4  |PC Board V, Layer 4,  Segment 22  |                -113.860*mm -113.860*mm -56.248*mm  |                    0*deg 0*deg -135*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
pcBoard_V_L4_Segment23  |            bst_sl_4  |PC Board V, Layer 4,  Segment 23  |                 -80.511*mm -139.450*mm -56.248*mm  |                    0*deg 0*deg -150*deg  | 0000ff   |                 Box  |                                   18.375*mm 0.25*mm 18.5*mm  |     pcBoardMaterial  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
