             ec_s1 |       fc | 227.2889756*cm -0.752*cm 731.8939964*cm | ordered: zxy 90*deg 25*deg 0*deg |   G4Trap | 26.7767*cm 0*rad 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad 204.35336*cm 0.000001*cm 209.3246351*cm 0*rad  | 
U_strip_34_3_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -173.337739*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 11.4551963*cm 17.1827942*cm 0*rad 5.59154*cm 11.4551963*cm 17.1827942*cm 0*rad  | 
U_strip_34_4_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -162.154659*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 17.1827942*cm 22.9103921*cm 0*rad 5.59154*cm 17.1827942*cm 22.9103921*cm 0*rad  | 
U_strip_34_5_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -150.971579*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 22.9103921*cm 28.6379899*cm 0*rad 5.59154*cm 22.9103921*cm 28.6379899*cm 0*rad  | 
U_strip_34_6_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -139.788499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 28.6379899*cm 34.3655878*cm 0*rad 5.59154*cm 28.6379899*cm 34.3655878*cm 0*rad  | 
U_strip_34_7_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -128.605419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 34.3655878*cm 40.0931857*cm 0*rad 5.59154*cm 34.3655878*cm 40.0931857*cm 0*rad  | 
U_strip_34_8_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -117.422339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 40.0931857*cm 45.8207836*cm 0*rad 5.59154*cm 40.0931857*cm 45.8207836*cm 0*rad  | 
U_strip_34_9_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -106.239259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 45.8207836*cm 51.5483815*cm 0*rad 5.59154*cm 45.8207836*cm 51.5483815*cm 0*rad  | 
U_strip_34_10_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -95.056179*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 51.5483815*cm 57.2759794*cm 0*rad 5.59154*cm 51.5483815*cm 57.2759794*cm 0*rad  | 
U_strip_34_11_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -83.873099*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 57.2759794*cm 63.0035773*cm 0*rad 5.59154*cm 57.2759794*cm 63.0035773*cm 0*rad  | 
U_strip_34_12_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -72.690019*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 63.0035773*cm 68.7311752*cm 0*rad 5.59154*cm 63.0035773*cm 68.7311752*cm 0*rad  | 
U_strip_34_13_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -61.506939*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 68.7311752*cm 74.458773*cm 0*rad 5.59154*cm 68.7311752*cm 74.458773*cm 0*rad  | 
U_strip_34_14_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -50.323859*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 74.458773*cm 80.1863709*cm 0*rad 5.59154*cm 74.458773*cm 80.1863709*cm 0*rad  | 
U_strip_34_15_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -39.140779*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 80.1863709*cm 85.9139688*cm 0*rad 5.59154*cm 80.1863709*cm 85.9139688*cm 0*rad  | 
U_strip_34_16_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -27.957699*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 85.9139688*cm 91.6415667*cm 0*rad 5.59154*cm 85.9139688*cm 91.6415667*cm 0*rad  | 
U_strip_34_17_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -16.774619*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 91.6415667*cm 97.3691646*cm 0*rad 5.59154*cm 91.6415667*cm 97.3691646*cm 0*rad  | 
U_strip_34_18_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm -5.591539*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 97.3691646*cm 103.0967625*cm 0*rad 5.59154*cm 97.3691646*cm 103.0967625*cm 0*rad  | 
U_strip_34_19_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 5.591541*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 103.0967625*cm 108.8243604*cm 0*rad 5.59154*cm 103.0967625*cm 108.8243604*cm 0*rad  | 
U_strip_34_20_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 16.774621*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 108.8243604*cm 114.5519583*cm 0*rad 5.59154*cm 108.8243604*cm 114.5519583*cm 0*rad  | 
U_strip_34_21_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 27.957701*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 114.5519583*cm 120.2795561*cm 0*rad 5.59154*cm 114.5519583*cm 120.2795561*cm 0*rad  | 
U_strip_34_22_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 39.140781*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 120.2795561*cm 126.007154*cm 0*rad 5.59154*cm 120.2795561*cm 126.007154*cm 0*rad  | 
U_strip_34_23_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 50.323861*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 126.007154*cm 131.7347519*cm 0*rad 5.59154*cm 126.007154*cm 131.7347519*cm 0*rad  | 
U_strip_34_24_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 61.506941*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 131.7347519*cm 137.4623498*cm 0*rad 5.59154*cm 131.7347519*cm 137.4623498*cm 0*rad  | 
U_strip_34_25_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 72.690021*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 137.4623498*cm 143.1899477*cm 0*rad 5.59154*cm 137.4623498*cm 143.1899477*cm 0*rad  | 
U_strip_34_26_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 83.873101*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 143.1899477*cm 148.9175456*cm 0*rad 5.59154*cm 143.1899477*cm 148.9175456*cm 0*rad  | 
U_strip_34_27_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 95.056181*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 148.9175456*cm 154.6451435*cm 0*rad 5.59154*cm 148.9175456*cm 154.6451435*cm 0*rad  | 
U_strip_34_28_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 106.239261*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 154.6451435*cm 160.3727414*cm 0*rad 5.59154*cm 154.6451435*cm 160.3727414*cm 0*rad  | 
U_strip_34_29_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 117.422341*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 160.3727414*cm 166.1003392*cm 0*rad 5.59154*cm 160.3727414*cm 166.1003392*cm 0*rad  | 
U_strip_34_30_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 128.605421*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 166.1003392*cm 171.8279371*cm 0*rad 5.59154*cm 166.1003392*cm 171.8279371*cm 0*rad  | 
U_strip_34_31_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 139.788501*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 171.8279371*cm 177.555535*cm 0*rad 5.59154*cm 171.8279371*cm 177.555535*cm 0*rad  | 
U_strip_34_32_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 150.971581*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 177.555535*cm 183.2831329*cm 0*rad 5.59154*cm 177.555535*cm 183.2831329*cm 0*rad  | 
U_strip_34_33_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 162.154661*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 183.2831329*cm 189.0107308*cm 0*rad 5.59154*cm 183.2831329*cm 189.0107308*cm 0*rad  | 
U_strip_34_34_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 173.337741*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 189.0107308*cm 194.7383287*cm 0*rad 5.59154*cm 189.0107308*cm 194.7383287*cm 0*rad  | 
U_strip_34_35_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 184.520821*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 194.7383287*cm 200.4659266*cm 0*rad 5.59154*cm 194.7383287*cm 200.4659266*cm 0*rad  | 
U_strip_34_36_s6_stack_2 | U-scintillator_34_s6_view_1_stack_2 | 0*cm 195.703901*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.59154*cm 200.4659266*cm 206.1935245*cm 0*rad 5.59154*cm 200.4659266*cm 206.1935245*cm 0*rad  | 
lead_35_s6_view_2_stack_2 |    ec_s6 | 0*cm 0.29104*cm 20.65425*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 201.6674051*cm 0.000001*cm 206.57454*cm 0*rad 201.6674051*cm 0.000001*cm 206.57454*cm 0*rad  | 
V-scintillator_35_s6_view_2_stack_2 |    ec_s6 | -51.6436347*cm 101.124742*cm 21.2734*cm | 0*deg 180*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 183.862441*cm 226.57891*cm 0.000001*cm -0.1036253*rad 183.862441*cm 226.57891*cm 0.000001*cm -0.1036253*rad  | 
V_strip_35_1_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -18.5901423*cm 178.755149*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 6.2938592*cm 0.0000006*cm -0.1036253*rad 5.10729*cm 6.2938592*cm 0.0000006*cm -0.1036253*rad  | 
V_strip_35_2_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -17.5278485*cm 168.540569*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 12.5877178*cm 6.2938592*cm -0.1036253*rad 5.10729*cm 12.5877178*cm 6.2938592*cm -0.1036253*rad  | 
V_strip_35_3_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -16.4655546*cm 158.325989*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 18.8815763*cm 12.5877178*cm -0.1036253*rad 5.10729*cm 18.8815763*cm 12.5877178*cm -0.1036253*rad  | 
V_strip_35_4_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -15.4032608*cm 148.111409*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 25.1754349*cm 18.8815763*cm -0.1036253*rad 5.10729*cm 25.1754349*cm 18.8815763*cm -0.1036253*rad  | 
V_strip_35_5_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -14.3409669*cm 137.896829*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 31.4692935*cm 25.1754349*cm -0.1036253*rad 5.10729*cm 31.4692935*cm 25.1754349*cm -0.1036253*rad  | 
V_strip_35_6_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -13.2786731*cm 127.682249*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 37.7631521*cm 31.4692935*cm -0.1036253*rad 5.10729*cm 37.7631521*cm 31.4692935*cm -0.1036253*rad  | 
V_strip_35_7_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -12.2163792*cm 117.467669*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 44.0570107*cm 37.7631521*cm -0.1036253*rad 5.10729*cm 44.0570107*cm 37.7631521*cm -0.1036253*rad  | 
V_strip_35_8_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -11.1540854*cm 107.253089*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 50.3508692*cm 44.0570107*cm -0.1036253*rad 5.10729*cm 50.3508692*cm 44.0570107*cm -0.1036253*rad  | 
V_strip_35_9_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -10.0917915*cm 97.038509*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 56.6447278*cm 50.3508692*cm -0.1036253*rad 5.10729*cm 56.6447278*cm 50.3508692*cm -0.1036253*rad  | 
V_strip_35_10_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -9.0294977*cm 86.823929*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 62.9385864*cm 56.6447278*cm -0.1036253*rad 5.10729*cm 62.9385864*cm 56.6447278*cm -0.1036253*rad  | 
V_strip_35_11_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -7.9672038*cm 76.609349*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 69.232445*cm 62.9385864*cm -0.1036253*rad 5.10729*cm 69.232445*cm 62.9385864*cm -0.1036253*rad  | 
V_strip_35_12_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -6.9049099*cm 66.394769*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 75.5263035*cm 69.232445*cm -0.1036253*rad 5.10729*cm 75.5263035*cm 69.232445*cm -0.1036253*rad  | 
V_strip_35_13_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -5.8426161*cm 56.180189*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 81.8201621*cm 75.5263035*cm -0.1036253*rad 5.10729*cm 81.8201621*cm 75.5263035*cm -0.1036253*rad  | 
V_strip_35_14_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -4.7803222*cm 45.965609*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 88.1140207*cm 81.8201621*cm -0.1036253*rad 5.10729*cm 88.1140207*cm 81.8201621*cm -0.1036253*rad  | 
V_strip_35_15_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -3.7180284*cm 35.751029*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 94.4078793*cm 88.1140207*cm -0.1036253*rad 5.10729*cm 94.4078793*cm 88.1140207*cm -0.1036253*rad  | 
V_strip_35_16_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -2.6557345*cm 25.536449*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 100.7017379*cm 94.4078793*cm -0.1036253*rad 5.10729*cm 100.7017379*cm 94.4078793*cm -0.1036253*rad  | 
V_strip_35_17_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -1.5934407*cm 15.321869*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 106.9955964*cm 100.7017379*cm -0.1036253*rad 5.10729*cm 106.9955964*cm 100.7017379*cm -0.1036253*rad  | 
V_strip_35_18_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | -0.5311468*cm 5.107289*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 113.289455*cm 106.9955964*cm -0.1036253*rad 5.10729*cm 113.289455*cm 106.9955964*cm -0.1036253*rad  | 
V_strip_35_19_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 0.531147*cm -5.107291*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 119.5833136*cm 113.289455*cm -0.1036253*rad 5.10729*cm 119.5833136*cm 113.289455*cm -0.1036253*rad  | 
V_strip_35_20_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 1.5934409*cm -15.321871*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 125.8771722*cm 119.5833136*cm -0.1036253*rad 5.10729*cm 125.8771722*cm 119.5833136*cm -0.1036253*rad  | 
V_strip_35_21_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 2.6557347*cm -25.536451*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 132.1710307*cm 125.8771722*cm -0.1036253*rad 5.10729*cm 132.1710307*cm 125.8771722*cm -0.1036253*rad  | 
V_strip_35_22_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 3.7180286*cm -35.751031*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 138.4648893*cm 132.1710307*cm -0.1036253*rad 5.10729*cm 138.4648893*cm 132.1710307*cm -0.1036253*rad  | 
V_strip_35_23_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 4.7803224*cm -45.965611*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 144.7587479*cm 138.4648893*cm -0.1036253*rad 5.10729*cm 144.7587479*cm 138.4648893*cm -0.1036253*rad  | 
V_strip_35_24_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 5.8426163*cm -56.180191*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 151.0526065*cm 144.7587479*cm -0.1036253*rad 5.10729*cm 151.0526065*cm 144.7587479*cm -0.1036253*rad  | 
V_strip_35_25_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 6.9049102*cm -66.394771*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 157.3464651*cm 151.0526065*cm -0.1036253*rad 5.10729*cm 157.3464651*cm 151.0526065*cm -0.1036253*rad  | 
V_strip_35_26_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 7.967204*cm -76.609351*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 163.6403236*cm 157.3464651*cm -0.1036253*rad 5.10729*cm 163.6403236*cm 157.3464651*cm -0.1036253*rad  | 
V_strip_35_27_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 9.0294979*cm -86.823931*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 169.9341822*cm 163.6403236*cm -0.1036253*rad 5.10729*cm 169.9341822*cm 163.6403236*cm -0.1036253*rad  | 
V_strip_35_28_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 10.0917917*cm -97.038511*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 176.2280408*cm 169.9341822*cm -0.1036253*rad 5.10729*cm 176.2280408*cm 169.9341822*cm -0.1036253*rad  | 
V_strip_35_29_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 11.1540856*cm -107.253091*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 182.5218994*cm 176.2280408*cm -0.1036253*rad 5.10729*cm 182.5218994*cm 176.2280408*cm -0.1036253*rad  | 
V_strip_35_30_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 12.2163794*cm -117.467671*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 188.8157579*cm 182.5218994*cm -0.1036253*rad 5.10729*cm 188.8157579*cm 182.5218994*cm -0.1036253*rad  | 
V_strip_35_31_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 13.2786733*cm -127.682251*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 195.1096165*cm 188.8157579*cm -0.1036253*rad 5.10729*cm 195.1096165*cm 188.8157579*cm -0.1036253*rad  | 
V_strip_35_32_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 14.3409671*cm -137.896831*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 201.4034751*cm 195.1096165*cm -0.1036253*rad 5.10729*cm 201.4034751*cm 195.1096165*cm -0.1036253*rad  | 
V_strip_35_33_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 15.403261*cm -148.111411*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 207.6973337*cm 201.4034751*cm -0.1036253*rad 5.10729*cm 207.6973337*cm 201.4034751*cm -0.1036253*rad  | 
V_strip_35_34_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 16.4655548*cm -158.325991*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 213.9911922*cm 207.6973337*cm -0.1036253*rad 5.10729*cm 213.9911922*cm 207.6973337*cm -0.1036253*rad  | 
V_strip_35_35_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 17.5278487*cm -168.540571*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 220.2850508*cm 213.9911922*cm -0.1036253*rad 5.10729*cm 220.2850508*cm 213.9911922*cm -0.1036253*rad  | 
V_strip_35_36_s6_stack_2 | V-scintillator_35_s6_view_2_stack_2 | 18.5901425*cm -178.755151*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.10729*cm 226.5789094*cm 220.2850508*cm -0.1036253*rad 5.10729*cm 226.5789094*cm 220.2850508*cm -0.1036253*rad  | 
lead_36_s6_view_3_stack_2 |    ec_s6 | 0*cm 0.2996*cm 21.89255*cm | 0 0 0 |   G4Trap | 0.11905*cm 0*rad 0*rad 202.1116247*cm 0.000001*cm 207.0295687*cm 0*rad 202.1116247*cm 0.000001*cm 207.0295687*cm 0*rad  | 
W-scintillator_36_s6_view_3_stack_2 |    ec_s6 | 51.7573919*cm 101.3554118*cm 22.5117*cm | 0*deg 0*deg 62.88*deg |   G4Trap | 0.5*cm 0*rad 0*rad 184.267441*cm 227.078003*cm 0.000001*cm -0.1036253*rad 184.267441*cm 227.078003*cm 0.000001*cm -0.1036253*rad  | 
W_strip_36_1_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -18.6310915*cm 179.148899*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 6.3077229*cm 0.0000006*cm -0.1036253*rad 5.11854*cm 6.3077229*cm 0.0000006*cm -0.1036253*rad  | 
W_strip_36_2_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -17.5664577*cm 168.911819*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 12.6154452*cm 6.3077229*cm -0.1036253*rad 5.11854*cm 12.6154452*cm 6.3077229*cm -0.1036253*rad  | 
W_strip_36_3_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -16.5018239*cm 158.674739*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 18.9231674*cm 12.6154452*cm -0.1036253*rad 5.11854*cm 18.9231674*cm 12.6154452*cm -0.1036253*rad  | 
W_strip_36_4_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -15.4371901*cm 148.437659*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 25.2308897*cm 18.9231674*cm -0.1036253*rad 5.11854*cm 25.2308897*cm 18.9231674*cm -0.1036253*rad  | 
W_strip_36_5_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -14.3725563*cm 138.200579*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 31.538612*cm 25.2308897*cm -0.1036253*rad 5.11854*cm 31.538612*cm 25.2308897*cm -0.1036253*rad  | 
W_strip_36_6_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -13.3079225*cm 127.963499*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 37.8463342*cm 31.538612*cm -0.1036253*rad 5.11854*cm 37.8463342*cm 31.538612*cm -0.1036253*rad  | 
W_strip_36_7_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -12.2432886*cm 117.726419*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 44.1540565*cm 37.8463342*cm -0.1036253*rad 5.11854*cm 44.1540565*cm 37.8463342*cm -0.1036253*rad  | 
W_strip_36_8_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -11.1786548*cm 107.489339*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 50.4617788*cm 44.1540565*cm -0.1036253*rad 5.11854*cm 50.4617788*cm 44.1540565*cm -0.1036253*rad  | 
W_strip_36_9_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -10.114021*cm 97.252259*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 56.7695011*cm 50.4617788*cm -0.1036253*rad 5.11854*cm 56.7695011*cm 50.4617788*cm -0.1036253*rad  | 
W_strip_36_10_s6_stack_2 | W-scintillator_36_s6_view_3_stack_2 | -9.0493872*cm 87.015179*cm 0*cm | 0 0 0 |   G4Trap | 0.5*cm 0*rad 0*rad 5.11854*cm 63.0772233*cm 56.7695011*cm -0.1036253*rad 5.11854*cm 63.0772233*cm 56.7695011*cm -0.1036253*rad  | 
