                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_11  |                 BMT  |                BMT_FMTcablePE  |     220.073146552591*mm -88.1039968496424*mm 0*mm  |       0*deg 0*deg -338.181818333333*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_12  |                 BMT  |                BMT_FMTcablePE  |     227.451455762968*mm -66.7857721805082*mm 0*mm  |       0*deg 0*deg -343.636363888889*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_13  |                 BMT  |                BMT_FMTcablePE  |     232.769929291993*mm -44.8627251940906*mm 0*mm  |       0*deg 0*deg -349.090909444444*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_14  |                 BMT  |                BMT_FMTcablePE  |      235.98040221802*mm -22.5333944061141*mm 0*mm  |             0*deg 0*deg -354.545455*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_15  |                 BMT  |                BMT_FMTcablePE  |          237.0538*mm 2.29853833034003e-06*mm 0*mm  |       0*deg 0*deg -360.000000555556*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_16  |                 BMT  |                BMT_FMTcablePE  |        235.98040178104*mm 22.533398982375*mm 0*mm  |       0*deg 0*deg -365.454546111111*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_FMTcablePE_3_17  |                 BMT  |                BMT_FMTcablePE  |      232.769928421991*mm 44.8627297080921*mm 0*mm  |       0*deg 0*deg -370.909091666667*deg  | 6ccecb   |                 Box  |                                       1.0538*mm 9*mm 379*mm  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_1_18_1  |                 BMT  |                    BMT_FMTgas  |     -167.584309578627*mm 167.584304703797*mm 0*mm  |       0*deg 0*deg -135.000000833333*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_1_18_2  |                 BMT  |                    BMT_FMTgas  |     -175.368475817947*mm 159.420505861982*mm 0*mm  |       0*deg 0*deg -137.727273611111*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_1_19_1  |                 BMT  |                    BMT_FMTgas  |     -182.755376040367*mm 150.895568285964*mm 0*mm  |       0*deg 0*deg -140.454546388889*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_1_19_2  |                 BMT  |                    BMT_FMTgas  |     -189.728276540385*mm 142.028803701979*mm 0*mm  |       0*deg 0*deg -143.181819166667*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_2_18_1  |                 BMT  |                    BMT_FMTgas  |    -61.3401103597267*mm -228.924421722665*mm 0*mm  |       0*deg 0*deg -255.000000833333*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_2_18_2  |                 BMT  |                    BMT_FMTgas  |     -50.3779700516693*mm -231.58380801229*mm 0*mm  |       0*deg 0*deg -257.727273611111*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_2_19_1  |                 BMT  |                    BMT_FMTgas  |    -39.3017074339514*mm -233.718582472118*mm 0*mm  |       0*deg 0*deg -260.454546388889*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_2_19_2  |                 BMT  |                    BMT_FMTgas  |    -28.1364138048343*mm -235.323909151202*mm 0*mm  |       0*deg 0*deg -263.181819166667*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_3_18_1  |                 BMT  |                    BMT_FMTgas  |      228.924419938353*mm 61.3401170188682*mm 0*mm  |       0*deg 0*deg -375.000000833333*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_3_18_2  |                 BMT  |                    BMT_FMTgas  |      225.746445869616*mm 72.1633021503077*mm 0*mm  |       0*deg 0*deg -377.727273611111*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_3_19_1  |                 BMT  |                    BMT_FMTgas  |      222.057083474318*mm 82.8230141861533*mm 0*mm  |       0*deg 0*deg -380.454546388889*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_FMTgas_3_19_2  |                 BMT  |                    BMT_FMTgas  |      217.864690345219*mm 93.2951054492235*mm 0*mm  |       0*deg 0*deg -383.181819166667*deg  | 6ccecb   |                Tube  |                          1*mm 2*mm 379*mm 0.0*deg 360.0*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_OverCover  |                 BMT  |                 BMT_OverCover  |                                   0*mm 0*mm 15*mm  |                       0*deg 0*deg 0*deg  | e3e4e5   |                Tube  |                    239.01*mm 239.21*mm 362*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
