                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
     FMT_Spacer2_1_1  |                 FMT  |     Support2, Layer1, Spacer1  | -235.964056056908*mm 4.11876791919889*mm -28.9*mm  |                                   0 0 0  | 666600   |                Tube  |         0.0*mm 2.3*mm 3.44999999999999*mm 0.0*deg 360.0*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     FMT_Spacer2_1_2  |                 FMT  |     Support2, Layer1, Spacer2  |-202.291482965699*mm -121.548985678773*mm -28.9*mm  |                                   0 0 0  | 666600   |                Tube  |         0.0*mm 2.3*mm 3.44999999999999*mm 0.0*deg 360.0*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_CuGround2  |                 FMT  |           Cu Ground, Layer 2,  |                             0*mm 0*mm -23.4475*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                25.000*mm 225.000*mm 0.0025*mm 0*deg 360*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
     FMT_PCB_Ground2  |                 FMT  |          PCB Ground, Layer 2,  |                              0*mm 0*mm -23.345*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                   25.000*mm 225.000*mm 0.1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_innerFR42  |                 FMT  |           Inner FR4, Layer 2,  |                              0*mm 0*mm -22.245*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                      25.000*mm 40.000*mm 1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_Rohacell2  |                 FMT  |            Rohacell, Layer 2,  |                              0*mm 0*mm -22.245*mm  |                       0*deg 0*deg 0*deg  | 00ff00   |                Tube  |                     40.000*mm 195.000*mm 1*mm 0*deg 360*deg  |          myRohacell  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       FMT_outerFR42  |                 FMT  |           Outer FR4, Layer 2,  |                              0*mm 0*mm -22.245*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                    195.000*mm 225.000*mm 1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_PCB_Detector2  |                 FMT  |        PCB Detector, Layer 2,  |                              0*mm 0*mm -21.145*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                   25.000*mm 225.000*mm 0.1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
         FMT_Strips2  |                 FMT  |              Strips, Layer 2,  |                              0*mm 0*mm -21.039*mm  |                       0*deg 0*deg 0*deg  | 353540   |                Tube  |                 42.000*mm 185.000*mm 0.006*mm 0*deg 360*deg  |       myfmtMMStrips  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
         FMT_Kapton2  |                 FMT  |              Kapton, Layer 2,  |                              0*mm 0*mm -21.008*mm  |                       0*deg 0*deg 0*deg  | fff600   |                Tube  |                 42.000*mm 185.000*mm 0.025*mm 0*deg 360*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Resistiv_Strips2  |                 FMT  |     Resistiv Strips, Layer 2,  |                              0*mm 0*mm -20.973*mm  |                       0*deg 0*deg 0*deg  | 000000   |                Tube  |                  42.000*mm 185.000*mm 0.01*mm 0*deg 360*deg  |    myfmtResistPaste  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_innerPhRes1282  |                 FMT  | innerPhotoResist128, Layer 2,  |                              0*mm 0*mm -20.899*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas12  |                 FMT  |                Gas1, Layer 2,  |                              0*mm 0*mm -20.899*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                 48.000*mm 193.000*mm 0.064*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_outerPhRes1282  |                 FMT  | outerPhotoResist128, Layer 2,  |                              0*mm 0*mm -20.899*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 225.000*mm 0.064*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Mesh2  |                 FMT  |                Mesh, Layer 2,  |                              0*mm 0*mm -20.826*mm  |                       0*deg 0*deg 0*deg  | 252020   |                Tube  |                 39.000*mm 204.000*mm 0.009*mm 0*deg 360*deg  |         myfmtMMMesh  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_innerPhRes642  |                 FMT  |  innerPhotoResist64, Layer 2,  |                              0*mm 0*mm -20.785*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                  25.000*mm 48.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   FMT_outerPhRes642  |                 FMT  |  outerPhotoResist64, Layer 2,  |                              0*mm 0*mm -20.785*mm  |                       0*deg 0*deg 0*deg  | aa00aa   |                Tube  |                193.000*mm 204.000*mm 0.032*mm 0*deg 360*deg  |             myPhRes  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_innerPeek2  |                 FMT  |          inner PEEK, Layer 2,  |                              0*mm 0*mm -18.253*mm  |                       0*deg 0*deg 0*deg  | 6ccecb   |                Tube  |                    26.000*mm 39.000*mm 2.5*mm 0*deg 360*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           FMT_Gas22  |                 FMT  |                Gas2, Layer 2,  |                              0*mm 0*mm -18.253*mm  |                       0*deg 0*deg 0*deg  |ffcc004   |                Tube  |                   39.000*mm 195.000*mm 2.5*mm 0*deg 360*deg  |          myfmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 fmt  |                 fmt  |disk manual 2 type manual 1 segment manual 1 strip manual 1 
      FMT_outerPeek2  |                 FMT  |          outer PEEK, Layer 2,  |                              0*mm 0*mm -18.253*mm  |                       0*deg 0*deg 0*deg  | b2577a   |                Tube  |                  195.000*mm 204.000*mm 2.5*mm 0*deg 360*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Electrode2  |                 FMT  |  Drift Cu Electrode, Layer 2,  |                              0*mm 0*mm -15.747*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                 42.000*mm 185.000*mm 0.006*mm 0*deg 360*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
      FMT_Drift_PCB2  |                 FMT  |           Drift PCB, Layer 2,  |                              0*mm 0*mm -15.641*mm  |                       0*deg 0*deg 0*deg  | 0000ff   |                Tube  |                   25.000*mm 204.000*mm 0.1*mm 0*deg 360*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
FMT_Drift_Cu_Ground2  |                 FMT  |     Drift Cu Ground, Layer 2,  |                             0*mm 0*mm -15.5385*mm  |                       0*deg 0*deg 0*deg  | 666600   |                Tube  |                25.000*mm 204.000*mm 0.0025*mm 0*deg 360*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_1_1  |                 FMT  |    HVcover1, Layer2, Element1  |                              0*mm 0*mm -13.835*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_1_2  |                 FMT  |    HVcover1, Layer2, Element2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_1_3  |                 FMT  |    HVcover1, Layer2, Element3  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_1_4  |                 FMT  |    HVcover1, Layer2, Element4  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_2_1  |                 FMT  |    HVcover2, Layer2, Element1  |                              0*mm 0*mm -13.835*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |                200*mm 224.8*mm 0.5*mm -13.755*deg 27.51*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_2_2  |                 FMT  |    HVcover2, Layer2, Element2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |               204*mm 223.8*mm 3.25*mm -13.755*deg 0.255*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_2_3  |                 FMT  |    HVcover2, Layer2, Element3  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |                  204*mm 223.8*mm 3.25*mm 13.5*deg 0.255*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
    FMT_HVcover2_2_4  |                 FMT  |    HVcover2, Layer2, Element4  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |             223.8*mm 224.8*mm 3.25*mm -13.755*deg 27.51*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_1  |                 FMT  |Connector Layer 2, Conn. 8, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -120*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_2  |                 FMT  |Connector Layer 2, Conn. 8, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_3  |                 FMT  |Connector Layer 2, Conn. 8, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -120*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_4  |                 FMT  |Connector Layer 2, Conn. 8, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -120*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_5  |                 FMT  |Connector Layer 2, Conn. 8, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -120*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_8_6  |                 FMT  |Connector Layer 2, Conn. 8, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -120*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_1  |                 FMT  |Connector Layer 2, Conn. 16, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -300*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_2  |                 FMT  |Connector Layer 2, Conn. 16, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_3  |                 FMT  |Connector Layer 2, Conn. 16, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -300*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_4  |                 FMT  |Connector Layer 2, Conn. 16, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -300*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_5  |                 FMT  |Connector Layer 2, Conn. 16, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -300*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_16_6  |                 FMT  |Connector Layer 2, Conn. 16, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -300*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_1  |                 FMT  |Connector Layer 2, Conn. 7, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -135*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_2  |                 FMT  |Connector Layer 2, Conn. 7, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -135*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_3  |                 FMT  |Connector Layer 2, Conn. 7, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -135*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_4  |                 FMT  |Connector Layer 2, Conn. 7, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -135*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_5  |                 FMT  |Connector Layer 2, Conn. 7, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -135*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_7_6  |                 FMT  |Connector Layer 2, Conn. 7, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -135*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_1  |                 FMT  |Connector Layer 2, Conn. 15, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -315*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_2  |                 FMT  |Connector Layer 2, Conn. 15, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -315*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_3  |                 FMT  |Connector Layer 2, Conn. 15, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -315*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_4  |                 FMT  |Connector Layer 2, Conn. 15, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -315*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_5  |                 FMT  |Connector Layer 2, Conn. 15, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -315*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_15_6  |                 FMT  |Connector Layer 2, Conn. 15, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -315*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_1  |                 FMT  |Connector Layer 2, Conn. 6, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -150*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_2  |                 FMT  |Connector Layer 2, Conn. 6, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -150*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_3  |                 FMT  |Connector Layer 2, Conn. 6, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -150*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_4  |                 FMT  |Connector Layer 2, Conn. 6, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -150*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_5  |                 FMT  |Connector Layer 2, Conn. 6, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_6_6  |                 FMT  |Connector Layer 2, Conn. 6, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -150*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_1  |                 FMT  |Connector Layer 2, Conn. 14, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -330*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_2  |                 FMT  |Connector Layer 2, Conn. 14, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -330*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_3  |                 FMT  |Connector Layer 2, Conn. 14, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -330*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_4  |                 FMT  |Connector Layer 2, Conn. 14, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -330*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_5  |                 FMT  |Connector Layer 2, Conn. 14, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -330*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_14_6  |                 FMT  |Connector Layer 2, Conn. 14, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -330*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_1  |                 FMT  |Connector Layer 2, Conn. 5, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -165*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_2  |                 FMT  |Connector Layer 2, Conn. 5, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -165*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_3  |                 FMT  |Connector Layer 2, Conn. 5, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -165*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_4  |                 FMT  |Connector Layer 2, Conn. 5, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -165*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_5  |                 FMT  |Connector Layer 2, Conn. 5, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -165*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
  FMT_connector2_5_6  |                 FMT  |Connector Layer 2, Conn. 5, Element 6  |                             0*mm 0*mm -18.7204*mm  |                    0*deg 0*deg -165*deg  | 6ccecb   |                Tube  |              225.3*mm 242.9*mm 0.527*mm 35.305*deg 4.39*deg  |              myPeek  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_13_1  |                 FMT  |Connector Layer 2, Conn. 13, Element 1  |                              0*mm 0*mm -19.335*mm  |                    0*deg 0*deg -345*deg  | 40b8af   |                Tube  |                   205.9*mm 213.3*mm 1.5*mm 33.2*deg 8.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_13_2  |                 FMT  |Connector Layer 2, Conn. 13, Element 2  |                              0*mm 0*mm -17.585*mm  |                    0*deg 0*deg -345*deg  | 6c2d58   |                Tube  |                  205.9*mm 213.3*mm 0.25*mm 33.6*deg 7.8*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_13_3  |                 FMT  |Connector Layer 2, Conn. 13, Element 3  |                              0*mm 0*mm -18.335*mm  |                    0*deg 0*deg -345*deg  | 40b8af   |                Tube  |                       213.3*mm 225.3*mm 1*mm 33*deg 9.6*deg  |               myFR4  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_13_4  |                 FMT  |Connector Layer 2, Conn. 13, Element 4  |                              0*mm 0*mm -16.985*mm  |                    0*deg 0*deg -345*deg  | 6c2d58   |                Tube  |                    216.5*mm 224*mm 0.35*mm 34.7*deg 5.6*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 FMT_connector2_13_5  |                 FMT  |Connector Layer 2, Conn. 13, Element 5  |                             0*mm 0*mm -19.2912*mm  |                    0*deg 0*deg -345*deg  | 666600   |                Tube  |             225.3*mm 242.9*mm 0.0438*mm 35.305*deg 4.39*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
