                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
   BMT_Arc3onPCB_6_1  |                 BMT  |                 BMT_Arc3onPCB  |                               0*mm 0*mm -103.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 31.5548379786454*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc3onPCB_6_2  |                 BMT  |                 BMT_Arc3onPCB  |                               0*mm 0*mm -103.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 151.554837978645*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc3onPCB_6_3  |                 BMT  |                 BMT_Arc3onPCB  |                               0*mm 0*mm -103.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 271.554837978645*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_1_1  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |146*mm 149*mm 1.5*mm 32.3546210758801*deg 115.29075784824*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_1_2  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |146*mm 149*mm 1.5*mm 152.35462107588*deg 115.29075784824*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_1_3  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |146*mm 149*mm 1.5*mm 272.35462107588*deg 115.29075784824*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_2_1  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |161*mm 164*mm 1.5*mm 32.1352464414813*deg 115.729507117037*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_2_2  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |161*mm 164*mm 1.5*mm 152.135246441481*deg 115.729507117037*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_2_3  |                 BMT  |                 BMT_Arc4onPCB  |                                0*mm 0*mm -69.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |161*mm 164*mm 1.5*mm 272.135246441481*deg 115.729507117037*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_3_1  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |176*mm 179*mm 1.5*mm 31.9532652106733*deg 116.093469578653*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_3_2  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |176*mm 179*mm 1.5*mm 151.953265210673*deg 116.093469578653*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_3_3  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |176*mm 179*mm 1.5*mm 271.953265210673*deg 116.093469578653*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_4_1  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |191*mm 194*mm 1.5*mm 31.7998674192591*deg 116.400265161482*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_4_2  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |191*mm 194*mm 1.5*mm 151.799867419259*deg 116.400265161482*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_4_3  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -99.32*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |191*mm 194*mm 1.5*mm 271.799867419259*deg 116.400265161482*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_5_1  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |206.1*mm 209.1*mm 1.5*mm 31.6679994035832*deg 116.664001192834*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_5_2  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |206.1*mm 209.1*mm 1.5*mm 151.667999403583*deg 116.664001192834*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_5_3  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |206.1*mm 209.1*mm 1.5*mm 271.667999403583*deg 116.664001192834*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_6_1  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 31.5548379786454*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_6_2  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 151.554837978645*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
   BMT_Arc4onPCB_6_3  |                 BMT  |                 BMT_Arc4onPCB  |                               0*mm 0*mm -111.5*mm  |                       0*deg 0*deg 0*deg  | 444444   |                Tube  |221.1*mm 224.1*mm 1.5*mm 271.554837978645*deg 116.890324042709*deg  |               myAlu  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_InnerTube  |                 BMT  |                 BMT_InnerTube  |                                    0*mm 0*mm 4*mm  |                       0*deg 0*deg 0*deg  | e3e4e5   |                Tube  |                          140*mm 141*mm 366*mm 0*deg 360*deg  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_ctr_1  |                 BMT  |            BMT_Stiffeners_ctr  |              162.594537509721*mm 93.874*mm 0.5*mm  |                     0*deg 0*deg -30*deg  | e3e4e5   |                 Box  |                                     46.248*mm 1*mm 359.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_ctr_2  |                 BMT  |            BMT_Stiffeners_ctr  |             -162.594537509721*mm 93.874*mm 0.5*mm  |                    0*deg 0*deg -150*deg  | e3e4e5   |                 Box  |                                     46.248*mm 1*mm 359.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_ctr_3  |                 BMT  |            BMT_Stiffeners_ctr  |       -3.44887480869476e-14*mm -187.748*mm 0.5*mm  |                    0*deg 0*deg -270*deg  | e3e4e5   |                 Box  |                                     46.248*mm 1*mm 359.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_dwnstrm_1  |                 BMT  |        BMT_Stiffeners_dwnstrm  |            163.893575615397*mm 94.624*mm 368.5*mm  |                     0*deg 0*deg -30*deg  | e3e4e5   |                 Box  |                                       44.748*mm 1*mm 8.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_dwnstrm_2  |                 BMT  |        BMT_Stiffeners_dwnstrm  |           -163.893575615397*mm 94.624*mm 368.5*mm  |                    0*deg 0*deg -150*deg  | e3e4e5   |                 Box  |                                       44.748*mm 1*mm 8.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Stiffeners_dwnstrm_3  |                 BMT  |        BMT_Stiffeners_dwnstrm  |     -3.47642936167557e-14*mm -189.248*mm 368.5*mm  |                    0*deg 0*deg -270*deg  | e3e4e5   |                 Box  |                                       44.748*mm 1*mm 8.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
          BMT_Arcs_1  |                 BMT  |                      BMT_Arcs  |                               0*mm 0*mm -359.5*mm  |                       0*deg 0*deg 0*deg  | 888888   |                Tube  |229*mm 234*mm 7.5*mm 31.8764993290311*deg 116.247001341938*deg  |              myInox  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
          BMT_Arcs_2  |                 BMT  |                      BMT_Arcs  |                               0*mm 0*mm -359.5*mm  |                       0*deg 0*deg 0*deg  | 888888   |                Tube  |229*mm 234*mm 7.5*mm 151.876499329031*deg 116.247001341938*deg  |              myInox  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
          BMT_Arcs_3  |                 BMT  |                      BMT_Arcs  |                               0*mm 0*mm -359.5*mm  |                       0*deg 0*deg 0*deg  | 888888   |                Tube  |229*mm 234*mm 7.5*mm 271.876499329031*deg 116.247001341938*deg  |              myInox  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
           BMT_Cover  |                 BMT  |                     BMT_Cover  |                                    0*mm 0*mm 5*mm  |                       0*deg 0*deg 0*deg  | e3e4e5   |                Tube  |                          234*mm 235*mm 372*mm 0*deg 360*deg  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_1  |                 BMT  |                      BMT_Rods  |  178.734776792119*mm 154.874560742141*mm -19.5*mm  |               0*deg 0*deg -40.90909*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_2  |                 BMT  |                      BMT_Rods  |  163.203688629547*mm 171.163097710078*mm -19.5*mm  |       0*deg 0*deg -46.3636355555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_3  |                 BMT  |                      BMT_Rods  |  146.194602535331*mm 185.901555102524*mm -19.5*mm  |       0*deg 0*deg -51.8181811111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_4  |                 BMT  |                      BMT_Rods  |  127.861555432761*mm 198.956459162086*mm -19.5*mm  |       0*deg 0*deg -57.2727266666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_5  |                 BMT  |                      BMT_Rods  |  108.370574241487*mm 210.209582651625*mm -19.5*mm  |       0*deg 0*deg -62.7272722222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_6  |                 BMT  |                      BMT_Rods  |  87.8981723119615*mm 219.559015538458*mm -19.5*mm  |       0*deg 0*deg -68.1818177777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_7  |                 BMT  |                      BMT_Rods  |  66.6297508931505*mm 226.920087907432*mm -19.5*mm  |       0*deg 0*deg -73.6363633333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_8  |                 BMT  |                      BMT_Rods  |  44.7579201100472*mm 232.226136744817*mm -19.5*mm  |       0*deg 0*deg -79.0909088888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_1_9  |                 BMT  |                      BMT_Rods  |   22.480754656491*mm 235.429109648902*mm -19.5*mm  |       0*deg 0*deg -84.5454544444444*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_10  |                 BMT  |                      BMT_Rods  |         1.44814483999175e-14*mm 236.5*mm -19.5*mm  |                     0*deg 0*deg -90*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_11  |                 BMT  |                      BMT_Rods  |  -22.480754656491*mm 235.429109648902*mm -19.5*mm  |       0*deg 0*deg -95.4545455555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_12  |                 BMT  |                      BMT_Rods  | -44.7579201100472*mm 232.226136744817*mm -19.5*mm  |       0*deg 0*deg -100.909091111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_13  |                 BMT  |                      BMT_Rods  | -66.6297508931504*mm 226.920087907432*mm -19.5*mm  |       0*deg 0*deg -106.363636666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_14  |                 BMT  |                      BMT_Rods  | -87.8981723119615*mm 219.559015538458*mm -19.5*mm  |       0*deg 0*deg -111.818182222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_15  |                 BMT  |                      BMT_Rods  | -108.370574241487*mm 210.209582651625*mm -19.5*mm  |       0*deg 0*deg -117.272727777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_16  |                 BMT  |                      BMT_Rods  | -127.861555432761*mm 198.956459162086*mm -19.5*mm  |       0*deg 0*deg -122.727273333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_17  |                 BMT  |                      BMT_Rods  | -146.194602535331*mm 185.901555102524*mm -19.5*mm  |       0*deg 0*deg -128.181818888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_18  |                 BMT  |                      BMT_Rods  | -163.548728140392*mm 171.524964724264*mm -19.5*mm  |       0*deg 0*deg -133.636364444444*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_1_19  |                 BMT  |                      BMT_Rods  | -179.112651584492*mm 155.201991103118*mm -19.5*mm  |              0*deg 0*deg -139.09091*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_1  |                 BMT  |                      BMT_Rods  |  -223.49269239871*mm 77.3515768706461*mm -19.5*mm  |              0*deg 0*deg -160.90909*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_2  |                 BMT  |                      BMT_Rods  | -229.833435122139*mm 55.7569914894745*mm -19.5*mm  |       0*deg 0*deg -166.363635555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_3  |                 BMT  |                      BMT_Rods  | -234.092770589484*mm 33.6574621405035*mm -19.5*mm  |       0*deg 0*deg -171.818181111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_4  |                 BMT  |                      BMT_Rods  | -236.232125597749*mm 11.2531255911202*mm -19.5*mm  |       0*deg 0*deg -177.272726666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_5  |                 BMT  |                      BMT_Rods  |-236.232125815975*mm -11.2531210099774*mm -19.5*mm  |       0*deg 0*deg -182.727272222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_6  |                 BMT  |                      BMT_Rods  |-234.092771242187*mm -33.6574576008482*mm -19.5*mm  |       0*deg 0*deg -188.181817777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_7  |                 BMT  |                      BMT_Rods  |-229.833436203409*mm -55.7569870324188*mm -19.5*mm  |       0*deg 0*deg -193.636363333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_8  |                 BMT  |                      BMT_Rods  |-223.492693898754*mm -77.3515725365533*mm -19.5*mm  |       0*deg 0*deg -199.090908888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_2_9  |                 BMT  |                      BMT_Rods  |-215.127967074547*mm -98.2456501956842*mm -19.5*mm  |       0*deg 0*deg -204.545454444444*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_10  |                 BMT  |                      BMT_Rods  |           -204.81500799502*mm -118.25*mm -19.5*mm  |                    0*deg 0*deg -210*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_11  |                 BMT  |                      BMT_Rods  |-192.647212418056*mm -137.183459453217*mm -19.5*mm  |       0*deg 0*deg -215.454545555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_12  |                 BMT  |                      BMT_Rods  |-178.734773788707*mm -154.874564208264*mm -19.5*mm  |       0*deg 0*deg -220.909091111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_13  |                 BMT  |                      BMT_Rods  |-163.203685310259*mm -171.163100875013*mm -19.5*mm  |       0*deg 0*deg -226.363636666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_14  |                 BMT  |                      BMT_Rods  |-146.194598930226*mm -185.901557937609*mm -19.5*mm  |       0*deg 0*deg -231.818182222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_15  |                 BMT  |                      BMT_Rods  |-127.861551574489*mm -198.956461641648*mm -19.5*mm  |       0*deg 0*deg -237.272727777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_16  |                 BMT  |                      BMT_Rods  |-108.370570164988*mm -210.209584753207*mm -19.5*mm  |       0*deg 0*deg -242.727273333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_17  |                 BMT  |                      BMT_Rods  |-87.8981680541531*mm -219.559017243027*mm -19.5*mm  |       0*deg 0*deg -248.181818888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_18  |                 BMT  |                      BMT_Rods  |-66.7706127642464*mm -227.399835688347*mm -19.5*mm  |       0*deg 0*deg -253.636364444444*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_2_19  |                 BMT  |                      BMT_Rods  | -44.8525412209812*mm -232.71710196292*mm -19.5*mm  |              0*deg 0*deg -259.09091*deg  | e3e4e5   |                 Box  |                                          2*mm 2*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_1  |                 BMT  |                      BMT_Rods  | 44.7579156065909*mm -232.226137612787*mm -19.5*mm  |              0*deg 0*deg -280.90909*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_2  |                 BMT  |                      BMT_Rods  | 66.6297464925919*mm -226.920089199553*mm -19.5*mm  |       0*deg 0*deg -286.363635555556*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_3  |                 BMT  |                      BMT_Rods  | 87.8981680541528*mm -219.559017243027*mm -19.5*mm  |       0*deg 0*deg -291.818181111111*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_4  |                 BMT  |                      BMT_Rods  | 108.370570164987*mm -210.209584753207*mm -19.5*mm  |       0*deg 0*deg -297.272726666667*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_5  |                 BMT  |                      BMT_Rods  | 127.861551574488*mm -198.956461641648*mm -19.5*mm  |       0*deg 0*deg -302.727272222222*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_6  |                 BMT  |                      BMT_Rods  |  146.194598930226*mm -185.90155793761*mm -19.5*mm  |       0*deg 0*deg -308.181817777778*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_7  |                 BMT  |                      BMT_Rods  | 163.203685310259*mm -171.163100875013*mm -19.5*mm  |       0*deg 0*deg -313.636363333333*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_8  |                 BMT  |                      BMT_Rods  | 178.734773788707*mm -154.874564208264*mm -19.5*mm  |       0*deg 0*deg -319.090908888889*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
        BMT_Rods_3_9  |                 BMT  |                      BMT_Rods  | 192.647212418055*mm -137.183459453218*mm -19.5*mm  |       0*deg 0*deg -324.545454444444*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
       BMT_Rods_3_10  |                 BMT  |                      BMT_Rods  |            204.81500799502*mm -118.25*mm -19.5*mm  |                    0*deg 0*deg -330*deg  | e3e4e5   |                 Box  |                                      1.5*mm 1.5*mm 327.5*mm  |            myCfiber  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
