                 BMT  |                root  |Barrel Micromegas Vertex Tracker  |                                0*mm 0*mm -94.7*mm  |                       0*deg 0*deg 0*deg  |aaaaff3   |                Tube  |              140.000*mm 240.000*mm 385.000*mm 0*deg 360*deg  |               myAir  |                  no  |     1   |     1   |     1   |   0   |   0   |                  no  |                  no  |                                      no 
BMT_Mesh_C_Layer6_Segment03  |                 BMT  |  Mesh C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 252020   |                Tube  |221.117584*mm 221.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |         mybmtMMMesh  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_Gas2_C_Layer6_Segment01  |                 BMT  | Gas2 C, Layer 6,   Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  |e868504   |                Tube  |221.135584*mm 224.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     1   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 1 strip manual 1 
BMT_Gas2_C_Layer6_Segment02  |                 BMT  | Gas2 C, Layer 6,   Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  |e868504   |                Tube  |221.135584*mm 224.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     2   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 2 strip manual 1 
BMT_Gas2_C_Layer6_Segment03  |                 BMT  | Gas2 C, Layer 6,   Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  |e868504   |                Tube  |221.135584*mm 224.135584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |          mybmtMMGas  |                  no  |     3   |     1   |     1   |   1   |   1   |                 bmt  |                 bmt  |superlayer manual 6 type manual 1 segment manual 3 strip manual 1 
BMT_DriftCuElectrode_C_Layer6_Segment01  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |224.135584*mm 224.140584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer6_Segment02  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |224.135584*mm 224.140584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuElectrode_C_Layer6_Segment03  |                 BMT  |DriftCuElectrode C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |224.135584*mm 224.140584*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment01  |                 BMT  |DriftKapton C, Layer 6,  Segment 01  |                                0*mm 0*mm 131.5*mm  |                    0*deg 0*deg -150*deg  | fff600   |                Tube  |224.140584*mm 224.390584*mm 245.5*mm 0.766872895000787*deg 118.466254209998*deg  |            myKapton  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment02  |                 BMT  |DriftKapton C, Layer 6,  Segment 02  |                                0*mm 0*mm 131.5*mm  |                     0*deg 0*deg -30*deg  | fff600   |                Tube  |224.140584*mm 224.390584*mm 245.5*mm 0.766872895000787*deg 118.466254209998*deg  |            myKapton  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftKapton_C_Layer6_Segment03  |                 BMT  |DriftKapton C, Layer 6,  Segment 03  |                                0*mm 0*mm 131.5*mm  |                      0*deg 0*deg 90*deg  | fff600   |                Tube  |224.140584*mm 224.390584*mm 245.5*mm 0.766872895000787*deg 118.466254209998*deg  |            myKapton  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer6_Segment01  |                 BMT  |DriftCuGround C, Layer 6,  Segment 01  |                               0*mm 0*mm 139.55*mm  |                    0*deg 0*deg -150*deg  | 666600   |                Tube  |224.390584*mm 224.390994*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer6_Segment02  |                 BMT  |DriftCuGround C, Layer 6,  Segment 02  |                               0*mm 0*mm 139.55*mm  |                     0*deg 0*deg -30*deg  | 666600   |                Tube  |224.390584*mm 224.390994*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     2   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
BMT_DriftCuGround_C_Layer6_Segment03  |                 BMT  |DriftCuGround C, Layer 6,  Segment 03  |                               0*mm 0*mm 139.55*mm  |                      0*deg 0*deg 90*deg  | 666600   |                Tube  |224.390584*mm 224.390994*mm 222.4*mm 3.20572496380919*deg 113.588550072382*deg  |            myCopper  |                  no  |     3   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_1_1  |                 BMT  |                 BMT_straightC  |     125.405320006973*mm 77.6515016850839*mm 22*mm  |       0*deg 0*deg -31.7659658069101*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_1_2  |                 BMT  |                 BMT_straightC  |     -125.405320006973*mm 77.651501685084*mm 22*mm  |        0*deg 0*deg -148.23403419309*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_2_1  |                 BMT  |                 BMT_straightC  |      -129.95083310478*mm 69.778442053214*mm 22*mm  |        0*deg 0*deg -151.76596580691*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_2_2  |                 BMT  |                 BMT_straightC  |   -4.54551309780629*mm -147.429943738298*mm 22*mm  |        0*deg 0*deg -268.23403419309*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_3_1  |                 BMT  |                 BMT_straightC  |     4.5455130978061*mm -147.429943738298*mm 22*mm  |        0*deg 0*deg -271.76596580691*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_1_3_2  |                 BMT  |                 BMT_straightC  |      129.95083310478*mm 69.7784420532138*mm 22*mm  |        0*deg 0*deg -388.23403419309*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_1_1  |                 BMT  |                 BMT_straightC  |     138.403494441019*mm 85.1511757200977*mm 22*mm  |        0*deg 0*deg -31.601434831111*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_1_2  |                 BMT  |                 BMT_straightC  |    -138.403494441019*mm 85.1511757200977*mm 22*mm  |       0*deg 0*deg -148.398565168889*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_2_1  |                 BMT  |                 BMT_straightC  |    -142.944828556227*mm 77.2853542984115*mm 22*mm  |       0*deg 0*deg -151.601434831111*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_2_2  |                 BMT  |                 BMT_straightC  |   -4.54133411520814*mm -162.436530018509*mm 22*mm  |       0*deg 0*deg -268.398565168889*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_3_1  |                 BMT  |                 BMT_straightC  |    4.54133411520808*mm -162.436530018509*mm 22*mm  |       0*deg 0*deg -271.601434831111*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
 BMT_straightC_2_3_2  |                 BMT  |                 BMT_straightC  |     142.944828556227*mm 77.2853542984116*mm 22*mm  |       0*deg 0*deg -388.398565168889*deg  | 004400   |                 Box  |                                        1.5*mm 1.5*mm 355*mm  |         myCstraight  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
